gene_name.84	intercept_LCL	intercept_err_LCL	x_coeff_LCL	x_coeff_err_LCL	x_pval_LCL	x_adj_pval_LCL	y_coeff_LCL	y_coeff_err_LCL	y_pval_LCL	y_adj_pval_LCL	adj.r.sq_LCL	reg_pval_LCL	reg_adj_pval_LCL	deltaEx_LCL	deltaEx_err_LCL	deltaEx_95_CI_lo_LCL	deltaEx_95_CI_hi_LCL	deltaEy_LCL	deltaEy_err_LCL	deltaEy_95_CI_lo_LCL	deltaEy_95_CI_hi_LCL	intercept_Fib	intercept_err_Fib	x_coeff_Fib	x_coeff_err_Fib	x_pval_Fib	x_adj_pval_Fib	y_coeff_Fib	y_coeff_err_Fib	y_pval_Fib	y_adj_pval_Fib	adj.r.sq_Fib	reg_pval_Fib	reg_adj_pval_Fib	deltaEx_Fib	deltaEx_err_Fib	deltaEx_95_CI_lo_Fib	deltaEx_95_CI_hi_Fib	deltaEy_Fib	deltaEy_err_Fib	deltaEy_95_CI_lo_Fib	deltaEy_95_CI_hi_Fib	Gene	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84	Human_NPY	region
LAGE3	LAGE3	677.683585594255	41.594005604604	-39.3883031615177	19.9584185735308	0.0513419286437434	0.119019925492314	-33.501818728734	25.1131726127101	0.185382052036495	0.476125126453443	0.403527939968654	2.43423303643932e-09	8.51981562753764e-09	-0.0581219672407713	0.0296662055734228	-0.11626773016468	2.37956831373592e-05	-0.0494357830717658	0.0371813826868705	-0.122311293138032	0.0234397269945004	385.449160804604	16.4640355340119	-40.4394478821949	12.3133866072041	0.00145790976208644	0.00844730068032435	-33.9896250190177	12.3258585329613	0.00705117323914312	0.0750854663843889	0.517394608514616	3.93664971095522e-13	1.96334175457767e-12	-0.104915127582013	0.0322583432915669	-0.168141480433484	-0.041688774730542	-0.0881818628118587	0.0321989740305253	-0.151291851911688	-0.0250718737120291	LAGE3	ENSG00000196976	protein_coding	chrX	154.477769	154479257	ENSG00000196976	protein_coding	FALSE	NPX
LDOC1	LDOC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1836.54186379266	84.0799347207944	-260.628176221308	75.6086796640148	0.000863485193612658	0.00523404871205211	-233.502756011988	75.6852618318169	0.00270245096222777	0.0425906271647097	0.289257916838992	3.77483164327399e-06	7.82780877605237e-06	-0.141912461327226	0.0416785477793682	-0.223602414974788	-0.0602225076796646	-0.127142626375954	0.0416197954595532	-0.208717425476678	-0.0455678272752296	LDOC1	ENSG00000182195	protein_coding	chrX	141.111605	141177129	ENSG00000182195	protein_coding	FALSE	NPX
MAGED4B	MAGED4B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6689.11237687113	223.478888285404	-1163.4603053101	213.695643866407	4.46036958554177e-07	4.62469899132489e-06	-989.848577410199	213.912090916268	1.23775647449764e-05	0.000348340036394335	0.422189138392476	7.960036712827e-10	2.68055937166995e-09	-0.173933436868692	0.0324709856828253	-0.23757656880703	-0.110290304930354	-0.147979062339091	0.032359043087309	-0.211402786790217	-0.0845553378879655	MAGED4B	ENSG00000187243	protein_coding	chrX	52.061827	52069248	ENSG00000187243	protein_coding	FALSE	NPX
MBNL3	MBNL3	2644.37555923782	155.614758488451	164.53018329656	76.4355843036476	0.0338888654866734	0.0902860073040477	-95.5452242804832	96.1769598778022	0.323023337437292	0.640087335428354	0.391073306557475	5.91094574994713e-09	1.80359626729156e-08	0.0622189169468734	0.0291359410449035	0.00511247249886255	0.119325361394884	-0.0361314881869585	0.0364324841485923	-0.107539157118199	0.0352761807442824	560.672464410163	39.4205939273116	-91.2244769953608	24.494466033103	0.000341212284442875	0.00224062733450821	-52.0523365098193	24.5192758739348	0.0365062962107868	0.226862985345492	0.620482531951241	1.24743241659568e-17	1.04571994072064e-16	-0.162705470280818	0.0451605905965576	-0.251220227850071	-0.0741907127115653	-0.0928391169781796	0.0442163717863285	-0.179503205679384	-0.00617502827697571	MBNL3	ENSG00000076770	protein_coding	chrX	132.369317	132489968	ENSG00000076770	protein_coding	FALSE	NPX
PPP1R3F	PPP1R3F	257.04473470151	9.02032274183893	-3.65872276133802	4.67351672377067	0.435654828678134	0.577435493728425	-2.4500767332219	5.88056772935377	0.677881999953445	0.88044102116383	0.286315886546378	4.54012476026368e-06	8.57579121383139e-06	-0.014233797730137	0.0181885851295776	-0.0498834245841091	0.0214158291238351	-0.00953171336525146	0.0228800494524052	-0.0543766102919656	0.0353131835614627	208.432700972544	12.1088633992831	-23.1613214844235	8.53225897965951	0.00795444043052743	0.035614199200316	-9.17111936806011	8.54090109445129	0.285788156390879	0.602014894562371	0.541670466368044	4.32161739288508e-14	2.46770616347351e-13	-0.111121342171133	0.0414412204795594	-0.192346134311069	-0.0298965500311966	-0.044000386337018	0.0410564330729397	-0.12447099515998	0.0364702224859438	PPP1R3F	ENSG00000049769	protein_coding	chrX	49.269793	49301461	ENSG00000049769	protein_coding	FALSE	NPX
PRKX	PRKX	3022.77057353495	175.13420197273	1411.0724941222	104.692776351821	8.91663198116148e-24	1.67538821961824e-22	-217.509533884837	131.732268974155	0.102010362853997	0.328318913503826	0.662199968591536	2.20909787202662e-20	3.2860330846396e-19	0.466814288347407	0.0439439676317598	0.380684111789158	0.552944464905656	-0.0719570104953324	0.0437789381692782	-0.157763729307118	0.0138497083164529	697.125158096521	22.3674661100696	-56.3393933648679	21.6129985003606	0.0106985790676095	0.0473622489060466	-65.9906579602784	21.6348897737596	0.00300416775429604	0.0438385961182459	0.245927908449642	3.85300142957818e-05	7.02816001506391e-05	-0.0808167553710168	0.0311112878543473	-0.141794879565537	-0.0198386311764961	-0.0946611339353524	0.0311827085581338	-0.155779242709295	-0.0335430251614101	PRKX	ENSG00000183943	protein_coding	chrX	3.60434	3713649	ENSG00000183943	protein_coding	TRUE	NPX
SAT1	SAT1	9488.40875344991	665.769120528447	-552.473552918976	381.217656689798	0.150565332119804	0.26093118236296	-661.14216065586	479.676522475603	0.171345563738408	0.456495270556804	0.139482679896382	0.00584169642342225	0.00742165702192791	-0.058226154382114	0.0403843858227701	-0.137379550594743	0.0209272418305154	-0.0696789290844446	0.0507898145675764	-0.169226965636894	0.0298691074680052	2350.33841824852	137.417289045789	-384.28556031207	131.506633097202	0.00439465682201353	0.0219176555427004	-31.9863843312832	131.639832924096	0.808570655120418	0.932061550485365	0.157087441841403	0.00248569472773278	0.00344846381241801	-0.163502224755548	0.056762961747992	-0.274757629781613	-0.0522468197294842	-0.0136092675348087	0.0560145362120699	-0.123397758510466	0.0961792234408484	SAT1	ENSG00000130066	protein_coding	chrX	23.783173	23786210	ENSG00000130066	protein_coding	FALSE	NPX
SH3KBP1	SH3KBP1	27770.5620244889	872.486843799465	61.6681834272748	451.636513352498	0.891680315920552	0.928075430856085	-816.655689043751	568.282786345898	0.153986773373026	0.437939934907215	0.275168346429567	8.50722858372388e-06	1.54166528141595e-05	0.00222063145041479	0.0162632887554467	-0.0296554145102607	0.0340966774110902	-0.0294072438405675	0.0204843422135319	-0.06955655457909	0.010742066897955	10617.8114772883	280.145082777526	-940.480274853375	236.041884967381	0.000137157734500996	0.000982548134425314	-173.208105735576	236.280965973996	0.465426969501902	0.760104099043362	0.357126995049048	6.57337478687627e-08	1.67090946195435e-07	-0.0885757179683482	0.0223532502994051	-0.132388088555182	-0.0447633473815143	-0.0163129761821513	0.0222574263445962	-0.0599375318175598	0.0273115794532572	SH3KBP1	ENSG00000147010	protein_coding	chrX	19.533977	19887600	ENSG00000147010	protein_coding	FALSE	NPX
SPIN3	SPIN3	171.099303472714	7.92831439942478	2.06733169934028	4.59490770679459	0.653794528555858	0.76777844307382	-0.34192104164363	5.78165599418985	0.952965662684226	0.988950526133819	0.0993551980937512	0.0270116040291164	0.0305162741721347	0.0120826424034506	0.0268610454610422	-0.040565006700192	0.0647302915070932	-0.00199837775317512	0.0337913573319315	-0.0682294381237609	0.0642326826174107	113.075134472425	5.00292559625092	-13.2674934453621	4.74260325081966	0.00629781453977058	0.0297150460780676	-2.36497271330286	4.7474069167425	0.619585780845189	0.837645154284765	0.189744152913747	0.000589171715611071	0.000886006320422755	-0.117333430619069	0.0422621071526647	-0.200167160638291	-0.0344997005998457	-0.0209150555012569	0.0419947314908681	-0.103224729223358	0.0613946182208445	SPIN3	ENSG00000204271	protein_coding	chrX	56.818298	56995827	ENSG00000204271	protein_coding	FALSE	NPX
TBC1D8B	TBC1D8B	969.688036401705	48.9822101409753	-199.751012463849	27.1156044172195	6.34830518382349e-11	7.3107901633064e-10	-206.078719682757	34.118878292827	2.98605721570074e-08	8.8835202167097e-07	0.542384438049727	2.09673572539749e-14	1.55944719576438e-13	-0.205995129325387	0.0298364966510121	-0.26447466276137	-0.147515595889403	-0.212520637510874	0.0367866373533929	-0.284622446723524	-0.140418828298223	2987.89948422443	90.4665417340628	-351.464911758634	88.1157684166947	0.000135067349850924	0.000982548134425314	-212.420145882581	88.2050187063821	0.0180683984679348	0.145284673395231	0.205147850453003	0.00028785951410575	0.000453666594230662	-0.117629429508692	0.0297051552786217	-0.17585153385479	-0.0594073251625933	-0.0710934711840614	0.029599118623847	-0.129107743686802	-0.0130791986813213	TBC1D8B	ENSG00000133138	protein_coding	chrX	106.802673	106876150	ENSG00000133138	protein_coding	FALSE	NPX
THOC2	THOC2	8036.10402679553	235.033710850731	-34.0285710540293	85.4753576170425	0.691442567892697	0.801444794602899	-203.824177021432	107.55147769156	0.0611155744148925	0.239761099627655	0.65317087602753	7.38643298893287e-20	1.01421406809578e-18	-0.00423446124397652	0.0106371384979662	-0.0250832526999902	0.0166143302120372	-0.0253635563130843	0.0134040773788066	-0.0516355479755453	0.000908435349376735	4681.78892165866	88.0509902309049	-225.13057524386	69.7644533224185	0.00174528936779938	0.00990450681849576	-203.203094408648	69.8351160174252	0.00455721983118581	0.0619153314995589	0.487706411479138	5.0012325491545e-12	2.16536881798557e-11	-0.0480864428129966	0.0149286566649897	-0.0773466098763763	-0.0188262757496168	-0.0434028739460253	0.014938650095512	-0.0726826281332289	-0.0141231197588217	THOC2	ENSG00000125676	protein_coding	chrX	123.600561	123733056	ENSG00000125676	protein_coding	FALSE	NPX
TRO	TRO	433.895510444172	29.7514642360746	-26.2098424719499	18.2973028478018	0.155299437804306	0.26783526230018	-67.3263134033699	23.0230327653955	0.004316514859766	0.041648535268553	0.10401532354836	0.0228422274615711	0.0260532754114405	-0.0604058853826795	0.0423727588444684	-0.143456492717837	0.0226447219524786	-0.155167112318007	0.0541174163524494	-0.261237248368808	-0.0490969762672062	1060.99565815243	55.7977177826996	-198.494146069759	50.3340565106703	0.000158655135523365	0.00111625220350367	-113.124937835297	50.3850386357251	0.0272042816852394	0.191401553285434	0.386767112048401	9.4343754554345e-09	2.59940134925957e-08	-0.187082901371536	0.0484498817926994	-0.282044669685227	-0.0921211330578452	-0.106621489886479	0.0478183410477457	-0.200345438340061	-0.0128975414328975	TRO	ENSG00000067445	protein_coding	chrX	54.920462	54931431	ENSG00000067445	protein_coding	FALSE	NPX
USP11	USP11	3011.59893819247	86.5230715566576	-173.390519185645	41.1260921255193	5.66911783976325e-05	0.000331782798163194	-53.670509692009	51.7479201385277	0.302297293860073	0.640087335428354	0.468428640106318	1.61962375892894e-11	8.03063447135599e-11	-0.0575742397125802	0.0137557133885258	-0.0845354379540908	-0.0306130414710696	-0.0178212673046768	0.0171904988433292	-0.0515146450376021	0.0158721104282484	3342.15339213362	135.223121779274	-182.737103880627	55.3442145391247	0.0013786004972234	0.00810699396874658	-220.448326661481	55.4002713297412	0.000139724338516084	0.00344071183595857	0.835273096557358	1.31655876131404e-33	5.76360168841923e-32	-0.0546764562963304	0.0167065601403867	-0.0874213141714885	-0.0219315984211724	-0.0659599667628502	0.0167896758633698	-0.098867731455055	-0.0330522020706455	USP11	ENSG00000102226	protein_coding	chrX	47.232866	47248328	ENSG00000102226	protein_coding	FALSE	NPX
UTP14A	UTP14A	2927.3977601188	102.529475411948	-16.3579167098575	54.4590855602502	0.764550690778723	0.853881843894412	43.2586039587161	68.5244880984056	0.529369037866724	0.786175850034216	0.251336246243838	3.10615626275902e-05	5.25543974315151e-05	-0.00558786951766802	0.018604270265844	-0.0420522392387223	0.0308765002033862	0.0147771527832831	0.023413707743401	-0.0311137143937829	0.060668019960349	2190.26931786388	66.4915197577005	-152.554169019104	54.785842601706	0.00653384142922091	0.0302862767425063	-81.940415455908	54.8413338311515	0.138637934844164	0.437227315210978	0.341801256124855	1.71866549899244e-07	4.10504978897368e-07	-0.069650872509088	0.0251025009529551	-0.11885177437688	-0.020449970641296	-0.0374111141436353	0.0250643697342694	-0.0865372788228033	0.0117150505355327	UTP14A	ENSG00000156697	protein_coding	chrX	129.906121	129929761	ENSG00000156697	protein_coding	FALSE	NPX
ZC4H2	ZC4H2	615.250094014452	23.6641353672785	-2.84105045262166	13.8415414564344	0.83781179085584	0.9063600282895	-63.607529194951	17.4164610558083	0.000425582095402514	0.00660577426342163	0.194903692850633	0.000518505657474177	0.000737476174176419	-0.00461771640550927	0.0224981238133497	-0.0487140390796747	0.0394786062686561	-0.103384834579898	0.0285858616323531	-0.15941312337931	-0.0473565457804863	566.759066796548	13.2970134271787	-33.6405513733404	11.0141449342236	0.0029671845631891	0.0157982529445474	-40.6310683450114	11.0253008901178	0.000389931663807438	0.00731586074000621	0.398112899084808	4.35424364459526e-09	1.28099864925427e-08	-0.0593560003609372	0.0194833887850038	-0.0975434423795447	-0.0211685583423297	-0.0716901955793446	0.0195258183787977	-0.109960799601788	-0.0334195915569011	ZC4H2	ENSG00000126970	protein_coding	chrX	64.915802	65034713	ENSG00000126970	protein_coding	FALSE	NPX
ZMYM3	ZMYM3	3652.7042709848	105.250146450999	-51.2226582502825	58.783930265393	0.385747956546524	0.535844437693031	-138.116922044402	73.9663306573876	0.0649438361845807	0.245386820148755	0.181387739688926	0.000966015343090254	0.00132641337493546	-0.014023215253742	0.0160983348184336	-0.0455759514978717	0.0175295209903878	-0.0378122376732033	0.0202790350485823	-0.0775591463684246	0.001934671022018	2357.12367559754	58.8514936827316	-132.470055806339	46.8313042136897	0.00576198433400339	0.0276856320438699	-124.024649299815	46.8787384872893	0.00962237428559233	0.0947803867130844	0.435286810266274	3.04962265778014e-10	1.09231938833216e-09	-0.0561998749483339	0.0199174753229914	-0.095238126581397	-0.0171616233152708	-0.0526169460617606	0.0199314531100738	-0.0916825941575053	-0.0135512979660159	ZMYM3	ENSG00000147130	protein_coding	chrX	71.239624	71255146	ENSG00000147130	protein_coding	FALSE	NPX
ZNF41	ZNF41	1078.25014436312	33.8149209073089	14.9980812522891	15.1518091131122	0.324759896792018	0.463757132619002	-6.72702525607563	19.0651376636152	0.724986840614481	0.913595334069244	0.465952075895178	1.98652763411305e-11	9.71493651203232e-11	0.0139096491947588	0.0140589898997779	-0.013645971008806	0.0414652693983235	-0.0062388354791726	0.0176826360290056	-0.0408968020960236	0.0284191311376784	1091.52682402039	22.5038780833939	-59.9072502723527	18.7047597269687	0.00188237310060279	0.0104458450934859	-15.3229265276537	18.7237053170051	0.415307254000162	0.720841665533321	0.346083812229241	1.31760541832326e-07	3.20454651123064e-07	-0.0548839011135776	0.0171736439685948	-0.0885442432920235	-0.0212235589351318	-0.0140380668531948	0.0171561245942032	-0.047664071057833	0.0195879373514434	ZNF41	ENSG00000147124	protein_coding	chrX	47.445178	47483222	ENSG00000147124	protein_coding	FALSE	NPX
ZNF711	ZNF711	374.139682400746	27.2606179941328	-81.7555367803579	16.3350333597739	2.56400959981424e-06	1.89731716785147e-05	-60.979485450987	20.5539587661732	0.00380659567211439	0.0377487404151344	0.285468520657386	4.76449536080226e-06	8.90536567437909e-06	-0.218516080025931	0.0464727173967403	-0.309602606123543	-0.12742955392832	-0.16298588019239	0.0562054850440354	-0.2731486308787	-0.0528231295060812	255.04821521508	14.0053195704248	-98.7326120613944	13.7607441064959	1.97194095400177e-10	2.77480262813107e-09	-70.8220158846113	13.7746820249852	1.57744183774224e-06	4.78086218515726e-05	0.509437066577401	7.91070301155007e-13	3.80099632506186e-12	-0.38711351882284	0.0579901291700267	-0.500774171996092	-0.273452865649587	-0.277680891924249	0.0561193886947775	-0.387674893766013	-0.167686890082486	ZNF711	ENSG00000147180	protein_coding	chrX	85.243991	85273362	ENSG00000147180	protein_coding	FALSE	NPX
