gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	y_coeff	y_coeff_err	y_pval	y_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	deltaEy	deltaEy_err	region	gene_name.104	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84
APEX2	3038.16712484451	68.7248319010419	-82.4639489166144	36.6088072354406	0.0265878806657672	0.0737111163172895	-117.185507206379	46.0639349686915	0.0125730873075014	0.0893213077470411	0.316220929182809	7.83885502308538e-07	1.79399299521619e-06	-0.0271426638259193	0.0120652680816114	-0.0385711194911229	0.015186835113855	NPX	APEX2	ENSG00000169188	protein_coding	chrX	55000363	55009057	ENSG00000169188	protein_coding
APOO	986.50344201064	22.9123832339985	-24.3512510498253	12.9601416756271	0.0633193299923904	0.140207087840293	-7.52936951639157	16.3074180344551	0.64534168881709	0.864899569666636	0.168712282524382	0.00169994913323978	0.00225557453087457	-0.024684405560911	0.0131499558270369	-0.00763238038079786	0.0165314736603034	NPX	APOO	ENSG00000184831	protein_coding	chrX	23833353	23907938	ENSG00000184831	protein_coding
APOOL	1793.7733576802	46.90532823917	-42.2309395543017	23.7667772043338	0.0787871962105461	0.165835910162902	-105.66165771716	29.905133825173	0.000635847521692011	0.0094271306476946	0.379937766291163	1.28230852311736e-08	3.83567724897385e-08	-0.0235430743652681	0.0132638932205374	-0.0589046867402509	0.0167426375525019	NPX	APOOL	ENSG00000155008	protein_coding	chrX	85003877	85093316	ENSG00000155008	protein_coding
ARAF	4278.32060310836	105.190089256691	-119.932618384908	49.0392602640501	0.0163006672367673	0.049629710069086	-81.82418085508	61.7048591938031	0.18800018719624	0.478418386820281	0.462003067139225	2.74487322673267e-11	1.28219420591211e-10	-0.0280326393252933	0.0114829719247695	-0.0191253036987531	0.014430345903219	NPX	ARAF	ENSG00000078061	protein_coding	chrX	47561205	47571908	ENSG00000078061	protein_coding
ARHGAP4	3140.630953266	112.343275806742	-57.537057530718	49.4146261998211	0.247188627579423	0.381408696853318	-0.236729902417831	62.1771726440507	0.996970169790472	0.996970169790472	0.492707705929703	2.06118411153875e-12	1.09822465942924e-11	-0.0183202223969945	0.0157476220978088	-7.53765424656634e-05	0.0197976693683264	NPX	ARHGAP4	ENSG00000089820	protein_coding	chrX	153907367	153934999	ENSG00000089820	protein_coding
ARHGAP6	1438.0470350717	119.910623618247	-206.445725389164	72.5872261034122	0.00545377117832939	0.0197844252320247	-240.604289978775	91.3346682201745	0.00984403606406108	0.0762912794964734	0.108160444205736	0.019632240938557	0.0225407210776024	-0.143559786539855	0.0518762792735092	-0.167313226974372	0.0650272168632797	NPX	ARHGAP6	ENSG00000047648	protein_coding	chrX	11117651	11665920	ENSG00000047648	protein_coding
ARHGEF6	3178.68362709813	159.144000663393	298.352749997157	85.6522570015669	0.000750646157629401	0.0036052160528398	26.5215600397393	107.774065706851	0.806147493992206	0.949158197569618	0.300216481680566	2.03336348157032e-06	4.22790821472853e-06	0.0938604733902152	0.0273525175895586	0.00834356707086047	0.0339078240512366	NPX	ARHGEF6	ENSG00000129675	protein_coding	chrX	136665547	136780932	ENSG00000129675	protein_coding
ARHGEF9	1562.14136610879	61.1844126602399	-11.8804304387432	36.2351087461731	0.743730918895975	0.837004103443985	-26.1007458913107	45.5937196241487	0.568360252774577	0.81156746624608	0.0500259291282659	0.132967111243136	0.138659892764249	-0.00760522107441321	0.0231977061546588	-0.0167083123573677	0.0291940152724266	NPX	ARHGEF9	ENSG00000131089	protein_coding	chrX	63634967	63809274	ENSG00000131089	protein_coding
ARMCX1	217.201686520638	21.9179707935707	-65.5854239038483	13.3011644410048	3.47183685679647e-06	2.51892844290978e-05	-63.2635530841998	16.7365183431916	0.000273814847075508	0.00491425593961834	0.234333686212263	7.52669894461975e-05	0.000119376946051876	-0.30195632895151	0.0684006271720206	-0.29126639897517	0.0824705183234546	NPX	ARMCX1	ENSG00000126947	protein_coding	chrX	101550547	101554700	ENSG00000126947	protein_coding
ARMCX2	1292.48084100693	89.0343834786111	-108.352855345236	53.0408702497302	0.0438406894743509	0.107551619501825	-21.8994745227865	66.7399836917132	0.743534536915397	0.911776619454044	0.0606549599703281	0.0971537324728076	0.103529446166336	-0.0838332390759637	0.0414423742265518	-0.0169437517586144	0.0516503062703821	NPX	ARMCX2	ENSG00000184867	protein_coding	chrX	101655281	101659850	ENSG00000184867	protein_coding
ARMCX3	4736.3933569011	152.181162397496	12.5353511542997	89.5981209132586	0.889030132529146	0.929856231586875	-166.839194703949	112.739046331719	0.142216457759899	0.412102771353276	0.0852164238376346	0.0441541973029191	0.0488850041568033	0.00264660263827861	0.01891714209758	-0.0352249448329408	0.0238296124268024	NPX	ARMCX3	ENSG00000102401	protein_coding	chrX	101622797	101627843	ENSG00000102401	protein_coding
ARMCX5	957.939340425579	27.2496626732122	-69.1335479282264	14.8871172958165	1.09713885389597e-05	7.48248698357054e-05	-49.5502344380015	18.7320826536489	0.00955409623995768	0.0757662050657109	0.36617860848948	3.26037369588949e-08	9.18832587023403e-08	-0.0721690247083002	0.0156757815080819	-0.0517258581487926	0.0196098406310456	NPX	ARMCX5	ENSG00000125962	protein_coding	chrX	102599168	102604159	ENSG00000125962	protein_coding
ARMCX6	1612.10002225073	40.1504007371278	-21.5976129771394	21.5778510554698	0.31941016366477	0.461383238508959	-64.7494271076419	27.1508634900575	0.0190742934551794	0.122723284305966	0.246073675100127	4.09907355846279e-05	6.75258011321647e-05	-0.013397191662454	0.0133890914077228	-0.0401646462464793	0.0168716034764545	NPX	ARMCX6	ENSG00000198960	protein_coding	chrX	101615118	101618001	ENSG00000198960	protein_coding
ASMTL	2082.90500019652	235.579491836566	1521.17572954282	133.584175853698	1.86763100877453e-19	2.76896597387876e-18	1662.36385222	168.085585247201	2.83847334724331e-16	1.07546601267774e-14	0.675220186371146	3.64509272878812e-21	5.40424617615978e-20	0.730314502773435	0.104574429420142	0.798098738090866	0.121078824555134	PAR1	ASMTL	ENSG00000169093	protein_coding	chrX	1403139	1453762	ENSG00000169093	protein_coding
ATG4A	1499.37956231886	46.5386917950057	-38.4262516069543	24.874917687594	0.125724514353797	0.23049494298196	-68.4673149940062	31.2994789298575	0.0311605250682532	0.158593120123498	0.288434062105507	4.02293148100314e-06	7.83896934298327e-06	-0.0256281014978798	0.0166091999291169	-0.0456637643427114	0.0209230147595645	NPX	ATG4A	ENSG00000101844	protein_coding	chrX	108091668	108154671	ENSG00000101844	protein_coding
ATP11C	3936.82494719187	168.786122990773	-134.498612185785	71.5053117510176	0.0630401182962848	0.140207087840293	2.50670164680606	89.9733227917402	0.977831856861105	0.993339704961022	0.517454353192814	2.2395239871291e-13	1.38850487202004e-12	-0.0341642348821535	0.0182221586225452	0.000636731803021641	0.0228543021813209	NPX	ATP11C	ENSG00000101974	protein_coding	chrX	139726346	139945276	ENSG00000101974	protein_coding
ATP6AP1	3446.17626889146	111.181540437822	-81.1121931509394	57.1368854139269	0.158993872926203	0.272446787275554	-23.6262196982262	71.893895834791	0.743161518808647	0.911776619454044	0.303289486356439	1.69731096833061e-06	3.61739400125462e-06	-0.0235368671890457	0.0165971719593009	-0.00685577807249718	0.0208631047322299	NPX	ATP6AP1	ENSG00000071553	protein_coding	chrX	154428633	154436516	ENSG00000071553	protein_coding
ATP6AP2	6866.17171289322	207.330321661414	-171.468380804972	91.088448442532	0.0628369806360083	0.140207087840293	-260.002039891421	114.614287716913	0.0255629488537607	0.150054736537275	0.509650399032648	4.57121001996246e-13	2.71668898247467e-12	-0.0249729234826724	0.0132876786747528	-0.0378671042268273	0.0167317206464398	NPX	ATP6AP2	ENSG00000182220	protein_coding	chrX	40579372	40606848	ENSG00000182220	protein_coding
ATP7A	4205.99415666977	214.188399816151	-269.684303557679	113.564144586882	0.0195717827232893	0.0570425462277064	-392.827142689046	142.894886942968	0.00715406786345352	0.0595009058887232	0.306368949562033	1.41466606110685e-06	3.11226533443507e-06	-0.0641190390457437	0.0271972666227399	-0.0933969777552138	0.034305411320705	NPX	ATP7A	ENSG00000165240	protein_coding	chrX	77910656	78050395	ENSG00000165240	protein_coding
ATRX	7336.64438330167	320.913664562809	98.7896528989096	127.101460687424	0.438942286514404	0.577912431279582	-184.267012364775	159.928548938443	0.252136928490667	0.580937112265657	0.587118308405273	2.04858107160288e-16	1.74641536354146e-15	0.0134652366582952	0.0173342046107838	-0.0251159798318929	0.0218262623614608	NPX	ATRX	ENSG00000085224	protein_coding	chrX	77504880	77786233	ENSG00000085224	protein_coding
BCAP31	3991.49890939741	107.200779861992	7.74595809926491	59.394126537334	0.896512887457257	0.932045410435746	96.9478433759522	74.7341251721899	0.197691314012293	0.495681897633764	0.203656965640576	0.00034283844646524	0.000508295261933247	0.0019406138583749	0.0148802473003755	0.0242885807002734	0.0187346835946818	NPX	BCAP31	ENSG00000185825	protein_coding	chrX	153700492	153724565	ENSG00000185825	protein_coding
BCOR	2485.10863203094	110.871549074006	286.904473342206	51.5683580719023	2.43096685406499e-07	2.02620766487258e-06	79.4737820515128	64.8871589120409	0.22367897403945	0.537144578503186	0.505252594596227	6.79564967429992e-13	3.86219423156045e-12	0.115449469550043	0.0213806354684598	0.0319800032188385	0.0261493441960977	NPX	BCOR	ENSG00000183337	protein_coding	chrX	40049815	40177329	ENSG00000183337	protein_coding
BEX2	192.436232331091	13.1330832298367	-45.3198895729697	8.14654927955427	2.4362027642163e-07	2.02620766487258e-06	-45.73416289572	10.2505966342804	2.23335183113808e-05	0.000507715316278724	0.284645975296535	4.9924974548059e-06	9.25240017439571e-06	-0.235506011648554	0.0452821223865571	-0.237658793989655	0.0556820798991626	NPX	BEX2	ENSG00000133134	protein_coding	chrX	103309346	103311007	ENSG00000133134	protein_coding
BEX4	804.806482538669	74.2640256466153	-86.6690904270596	44.6911602256503	0.0554330530170936	0.127720750532628	-99.750779016338	56.2337550379619	0.079290515676152	0.278742946861524	0.0958655044012275	0.0305691311764344	0.0340656004286409	-0.107689354282625	0.0564124301817659	-0.123943806592717	0.0708022326285925	NPX	BEX4	ENSG00000102409	protein_coding	chrX	103215108	103217246	ENSG00000102409	protein_coding
BEX5	84.6640124291789	9.45808143138245	-11.6268236912416	5.83371434466851	0.0491257757328799	0.117146080593791	-22.1782580621948	7.34041501189869	0.00323312503336466	0.0355643753670113	0.102293247471604	0.0243099948569253	0.0275405589575133	-0.137328994429213	0.0705915179792454	-0.261956142000083	0.0915060685652654	NPX	BEX5	ENSG00000184515	protein_coding	chrX	102153708	102155977	ENSG00000184515	protein_coding
BRCC3	3522.67505348809	131.63731121571	-33.9310597971473	62.0372364570612	0.585697867013565	0.708237491672431	-4.24642458295809	78.0598834432639	0.956731054880354	0.987435720433158	0.39988395015557	3.1630472500962e-09	1.05745011008118e-08	-0.00963218556407846	0.0176145093663824	-0.0012054545248939	0.0221593089188567	NPX	BRCC3	ENSG00000185515	protein_coding	chrX	155071420	155123077	ENSG00000185515	protein_coding
BRWD3	3122.81678336892	107.892917566862	-73.594754131013	57.3134977713624	0.202238997238033	0.324408480030769	-208.589711506286	72.1161226911662	0.00473966348637261	0.0461778642529446	0.289784460805356	3.72338614821706e-06	7.33915998001167e-06	-0.0235667857694867	0.0183711939241082	-0.0667953728880815	0.023208317194073	NPX	BRWD3	ENSG00000165288	protein_coding	chrX	80669503	80809877	ENSG00000165288	protein_coding
BTK	11320.1644696338	274.760950051609	-141.730062384696	131.825036769293	0.285036128540306	0.431988088143308	-358.404223717438	165.872105090261	0.0332314831286112	0.166646113924359	0.404273003924028	2.30675397061895e-09	8.36811812745811e-09	-0.0125201416255819	0.0116491164434661	-0.0316606905031153	0.0146729369993306	NPX	BTK	ENSG00000010671	protein_coding	chrX	101349447	101390796	ENSG00000010671	protein_coding
C1GALT1C1	1234.29112953765	51.198512405071	43.7395975600239	26.969755193381	0.108160142751761	0.206048093175142	-39.3029447831296	33.9353599083323	0.249697649856777	0.579230602728987	0.296967172758922	2.45834035220786e-06	4.98984559585048e-06	0.0354370184742461	0.021899787382806	-0.0318425238929262	0.02752551398396	NPX	C1GALT1C1	ENSG00000171155	protein_coding	chrX	120625674	120630054	ENSG00000171155	protein_coding
CA5B	257.033781948584	11.1073011632941	42.6106559435216	6.58160297455708	4.16624861546614e-09	4.17850228786457e-08	-7.83630773315944	8.28146433343079	0.346423435442456	0.655278334965998	0.358111189810214	5.56842768624706e-08	1.49514475670098e-07	0.165778426557352	0.0265892298892043	-0.0304874622851209	0.0322462861816903	NPX	CA5B	ENSG00000169239	protein_coding	chrX	15688830	15788411	ENSG00000169239	protein_coding
CASK	934.953745202196	118.012409342883	137.901766293844	66.9793864929172	0.0422439942124714	0.104385521930817	241.377659758899	84.2784656656531	0.00514777685231295	0.047443024503749	0.215328970568382	0.000194911264090595	0.000295398849132857	0.14749581677329	0.0740188293921309	0.258170696676227	0.0958512770278461	NPX	CASK	ENSG00000147044	protein_coding	chrX	41514934	41923554	ENSG00000147044	protein_coding
CCDC120	425.204459599232	17.5086360414899	-9.08304185181918	8.87422742712754	0.308656411185494	0.451930822134397	-3.62749053422903	11.1662156177775	0.745999052280581	0.911776619454044	0.324944195578796	4.60210583389918e-07	1.06756332609498e-06	-0.0213615865185897	0.0208890223746497	-0.00853116765907876	0.0262631643840917	NPX	CCDC120	ENSG00000147144	protein_coding	chrX	49053572	49069857	ENSG00000147144	protein_coding
CCDC22	1424.62810627227	41.8043074414502	-12.7672068556531	20.7504638917032	0.539845355097853	0.671851336088933	2.48738458005875	26.109783176772	0.924303906932889	0.975794604615992	0.349239145631225	9.93300435637875e-08	2.56602612539784e-07	-0.00896178223596906	0.0145679040869211	0.00174598870337278	0.0183275095325636	NPX	CCDC22	ENSG00000101997	protein_coding	chrX	49235470	49250520	ENSG00000101997	protein_coding
CD99	3456.38410884982	428.557937337583	1635.10735030367	226.791742013053	1.3393188670714e-10	1.52235911223782e-09	3146.91898061424	285.366305117202	1.07422794781057e-18	5.23302471719149e-17	0.696941497276926	1.5136624957362e-22	2.58079455523023e-21	0.473068761691474	0.0880107170333691	0.910465643143301	0.139858481766356	PAR1	CD99	ENSG00000002586	protein_coding	chrX	2691187	2741309	ENSG00000002586	protein_coding
CD99L2	2178.41082029836	97.8957402672885	84.6912541021224	52.1607470193322	0.107762364351636	0.206048093175142	16.0615172669456	65.6325469214095	0.807201986202901	0.949158197569618	0.25939546946873	2.0190115532849e-05	3.49483725720888e-05	0.0388775401375039	0.0240080585158003	0.00737304328333524	0.0301304579952387	NPX	CD99L2	ENSG00000102181	protein_coding	chrX	150766336	150898816	ENSG00000102181	protein_coding
CDK16	3329.80192992832	100.000771862027	301.648570802631	56.8146428520424	7.20905949782772e-07	5.85306973514108e-06	14.8544254177037	71.4884261804718	0.835839426850178	0.960389134168407	0.254302111912279	2.65302892832053e-05	4.54614504802663e-05	0.0905905447682663	0.0172780098975109	0.00446105375944194	0.0214696908694578	NPX	CDK16	ENSG00000102225	protein_coding	chrX	47217860	47229997	ENSG00000102225	protein_coding
CDKL5	945.653105281153	82.607250038602	-114.418240643738	50.2696377197347	0.0250864980919435	0.0712874654112729	-264.419470822404	63.2530119850454	6.47509369394389e-05	0.00129882761743227	0.136147995845165	0.00668339290755679	0.00825738036766981	-0.120993882434003	0.05419920148185	-0.279615716741912	0.0712084643552832	NPX	CDKL5	ENSG00000008086	protein_coding	chrX	18425583	18653629	ENSG00000008086	protein_coding
CENPI	1172.12245483272	57.5533670938326	13.1722756307321	27.4990615086522	0.633033543925329	0.749472961402396	7.03672476385171	34.6013726393225	0.839284345988813	0.960389134168407	0.392760275034345	5.24854643355199e-09	1.62704939440112e-08	0.01123796884568	0.0234674001594917	0.00600340411092626	0.0295217428433379	NPX	CENPI	ENSG00000102384	protein_coding	chrX	101098188	101166126	ENSG00000102384	protein_coding
CETN2	1333.92116811989	48.4368697769855	18.9435224181635	24.0787832241012	0.43339762810725	0.577209800746707	23.7423069497287	30.2977230978028	0.43520465341627	0.745752697562553	0.332873514387479	2.81304925931455e-07	6.75528026356523e-07	0.0142013807643997	0.0180584933819785	0.0177988831103059	0.022722472054881	NPX	CETN2	ENSG00000147400	protein_coding	chrX	152826994	152830757	ENSG00000147400	protein_coding
CFP	489.954739498335	49.5413491983905	-84.1031009289465	29.9421374954219	0.00603571917500722	0.0212183529760563	9.25803534204337	37.6754332787301	0.806420303098267	0.949158197569618	0.100457764584494	0.0259676142182873	0.0293210478425033	-0.171654836965267	0.0635290364957923	0.0188956950422047	0.0769194749440144	NPX	CFP	ENSG00000126759	protein_coding	chrX	47623172	47630305	ENSG00000126759	protein_coding
CHIC1	1029.66248703707	54.1905846565324	10.3382416270733	21.7200625783723	0.635183829458335	0.749472961402396	-45.5733521117251	27.3298046475949	0.0987017851014484	0.328853557159471	0.607392835130717	2.09520852101071e-17	2.30472937311179e-16	0.0100404178623836	0.0211009691952347	-0.044260476307014	0.0266445082575068	NPX	CHIC1	ENSG00000204116	protein_coding	chrX	73563200	73687102	ENSG00000204116	protein_coding
CHM	2050.86492288688	91.2153316302818	207.007857913719	45.3338584557754	1.48757714629506e-05	9.75507320935802e-05	-116.250951451672	57.042445943584	0.0443327697987785	0.201566326685113	0.484999124395091	4.01402798505227e-12	2.01291697485709e-11	0.100936856252008	0.0225560193832426	-0.0566838655019914	0.0279278733531484	NPX	CHM	ENSG00000188419	protein_coding	chrX	85861180	86047561	ENSG00000188419	protein_coding
CHST7	1114.14254460209	66.1244205139283	-30.4499903555251	35.9214374980639	0.398745195146735	0.545002047385106	22.2520564719715	45.199035036871	0.623634163162761	0.851059389196783	0.221485710814682	0.000143832051162986	0.000221930902473205	-0.0273304259881757	0.0322821072590973	0.0199723604307012	0.0405857627367657	NPX	CHST7	ENSG00000147119	protein_coding	chrX	46573765	46598496	ENSG00000147119	protein_coding
CLCN5	503.425917658344	27.2791018367087	-31.3478824518077	16.502077106193	0.0605147421770941	0.137570180549261	-42.3715714917111	20.7641456816467	0.0440641250680371	0.201566326685113	0.0532572363764366	0.121091586686003	0.12705301864593	-0.0622691072355204	0.0329527570895968	-0.0841664483402046	0.0414970664002444	NPX	CLCN5	ENSG00000171365	protein_coding	chrX	49922596	50099235	ENSG00000171365	protein_coding
CLIC2	1985.09601844469	209.149726347109	-195.764192785621	128.582758201814	0.131211641541124	0.237995583859167	101.800919460858	161.79242808461	0.530723753104329	0.780072412968001	0.0317281206050926	0.218734265496634	0.222651894132395	-0.0986169892875011	0.0656021252213668	0.0512826173217648	0.0816824773539423	NPX	CLIC2	ENSG00000155962	protein_coding	chrX	155276211	155334657	ENSG00000155962	protein_coding
CMC4	1629.53725654795	55.5334741463309	-113.933691306242	31.548306015494	0.000488817294978946	0.00252555602405789	-25.5508799796485	39.6964344487911	0.521348844292719	0.776331685169508	0.24069753504559	5.42458291438393e-05	8.68442616809822e-05	-0.0699178192142728	0.0195063614952783	-0.0156798378662272	0.0243664164876622	NPX	CMC4	ENSG00000182712	protein_coding	chrX	155061622	155071136	ENSG00000182712	protein_coding
COX7B	4753.76386025492	146.774654737553	-188.031210200891	84.8434693325863	0.029064068622237	0.0792867792014626	70.0364689933108	106.756388666794	0.513384148407168	0.774619445163028	0.175166692993765	0.00127767127164254	0.00171529883318939	-0.0395541755392973	0.0178893750137344	0.0147328456044838	0.0224618407506707	NPX	COX7B	ENSG00000131174	protein_coding	chrX	77899440	77907376	ENSG00000131174	protein_coding
CSTF2	2134.85044074971	64.4640576488272	-42.188032704276	33.5267163700945	0.21135238612773	0.336466667947077	-9.48980660367592	42.1858180916287	0.822499368575565	0.957243292437774	0.290866014399211	3.49910659414027e-06	6.9777505766189e-06	-0.0197615869941037	0.0157158128599741	-0.0044451856778985	0.0197610055075349	NPX	CSTF2	ENSG00000101811	protein_coding	chrX	100820359	100841520	ENSG00000101811	protein_coding
CTPS2	2089.83262334001	71.0751504672985	25.1880258914445	40.5464037556181	0.53594605862493	0.669441780187184	68.1971635389964	51.0185129442015	0.184508440294668	0.475302855221386	0.139167265407176	0.00591687481817741	0.00750057365426951	0.0120526522603463	0.0194060766714621	0.0326328351741406	0.0244379414014748	NPX	CTPS2	ENSG00000047230	protein_coding	chrX	16587999	16712936	ENSG00000047230	protein_coding
CUL4B	6712.04416438551	242.644300869737	-42.8218245970439	112.197935931706	0.703563532459198	0.805084444861028	-317.145863615211	141.175821193545	0.0269906738596298	0.150054736537275	0.437439251838267	1.93154841711969e-10	7.93563867756404e-10	-0.00637984845574452	0.0167175024561379	-0.0472502647253134	0.0211024531603995	NPX	CUL4B	ENSG00000158290	protein_coding	chrX	120505920	120604074	ENSG00000158290	protein_coding
CXCR3	438.439129876888	89.1378641694414	65.1686884015166	52.7872414952809	0.220041623332035	0.342621888384585	72.0790080638333	66.4208490535371	0.280585219297664	0.629470788029628	0.0690686039157326	0.0748765693256213	0.0805454578550059	0.148637938451834	0.124132601563953	0.164399122140565	0.155137137316203	NPX	CXCR3	ENSG00000186810	protein_coding	chrX	71615916	71618511	ENSG00000186810	protein_coding
CXorf38	4229.9684936986	142.871987317968	522.057040947495	82.0085382243176	6.84180835633932e-09	6.66587614146203e-08	-98.0810838732997	103.189266652352	0.344271706255281	0.655278334965998	0.359865335152448	4.96027650044012e-08	1.35316342932007e-07	0.123418659435692	0.0198305987556726	-0.0231871901692439	0.024407375696514	NPX	CXorf38	ENSG00000185753	protein_coding	chrX	40626921	40647561	ENSG00000185753	protein_coding
CXorf65	34.7308759986845	1.98276950293323	0.965771351515367	1.13732169767256	0.397925457594063	0.545002047385106	2.21680359453126	1.43106308771931	0.124692182367808	0.38306337105786	0.112864947703643	0.0164890829599584	0.0193222587262743	0.0278072845485368	0.0327851606694827	0.0638280357401648	0.0413651588043479	NPX	CXorf65	ENSG00000204165	protein_coding	chrX	71103889	71106788	ENSG00000204165	protein_coding
CYBB	6948.67200694408	403.853645183129	611.385658713293	229.745965735643	0.00914393928457516	0.029981570154232	413.354874675198	289.083530006971	0.156031921088375	0.438885114543558	0.188348564232013	0.000702918561131622	0.000990476154321831	0.0879859717226992	0.033456407400267	0.0594868881798013	0.0417461145337119	NPX	CYBB	ENSG00000165168	protein_coding	chrX	37780059	37813461	ENSG00000165168	protein_coding
CYSLTR1	1023.19980589395	58.130335042695	-59.4999541237766	33.9678972949316	0.0830607771666618	0.170624849480914	-83.301724793686	42.74094487575	0.0542463459688566	0.231225049692251	0.143951667677648	0.00486762080228396	0.00624007027661214	-0.0581508653354297	0.0333616954868453	-0.0814129599261478	0.0420271357403464	NPX	CYSLTR1	ENSG00000173198	protein_coding	chrX	78271468	78327691	ENSG00000173198	protein_coding
DDX3X	23254.0677695872	909.827402571399	5983.22423349264	470.646996584986	3.24165597222001e-22	5.52702343263511e-21	-2532.30569487687	592.203195926929	4.52785487577974e-05	0.000964999070400557	0.728425590336221	9.5990418685617e-25	1.92545486892914e-23	0.257297961491184	0.022604727246786	-0.108897321533944	0.0258206022265577	NPX	DDX3X	ENSG00000215301	protein_coding	chrX	41333348	41364472	ENSG00000215301	protein_coding
