AR_adj_mean_lcl	AR_ci95_low_lcl	AR_ci95_hi_lcl	AR_pval_lcl	AR_pval_adj_lcl
MAGED1	0.0789164989040985	-0.0559655585731771	Inf	0.1311504396168	0.180939032434289
MAGED2	0.0245440163573344	-0.00385661742742505	Inf	0.0696087681388005	0.148167235038304
MAGEH1	0.0334981234098113	-0.00216052346333983	Inf	0.0584575780056295	0.142789821685882
MAP7D3	0.100062792971094	0.00765022675352552	Inf	0.0410915436915339	0.124951836939562
MBNL3	0.045859854608453	0.00527561361353662	Inf	0.0368184845228941	0.12451863444727
MBTPS2	0.00431116115761709	-0.00128998245139952	Inf	0.0908027661537839	0.165359843156576
MED12	0.00830624774286748	-0.0159478758931512	Inf	0.211324865405187	0.211324865405187
MED14	0.0472314469616463	-0.0119007267561935	Inf	0.0783681492077293	0.154284135188493
MORF4L2	0.0295138498887019	-0.010867565089896	Inf	0.0971026335523497	0.165388242548347
MOSPD1	0.0484514757770379	-0.0138611854945474	Inf	0.0755967466157531	0.154284135188493
MPP1	0.00902796038215447	-0.0173335537537413	Inf	0.211324865405187	0.211324865405187
MSL3	0.250696589557946	0.0974917815102322	Inf	0.0154605137491844	0.0886006364857107
MTMR1	0.0382378232694673	-0.00752281118314816	Inf	0.0787051533071608	0.154284135188493
NXT2	0.023811700481262	-0.0070639613854231	Inf	0.0923156510501832	0.165359843156576
P2RY10	0.0922967193634623	0.0143458710656223	Inf	0.0313528458355004	0.121265551226708
P2RY8	0.809910011677379	0.724330329576781	Inf	3.6543090645273e-06	0.000108898410122914
PDK3	0.102451061756702	0.0179055571634398	Inf	0.0283458316986894	0.121265551226708
PGK1	0.014835147124094	-0.0284832685606864	Inf	0.211324865405187	0.211324865405187
PHF6	0.0221974551871459	-0.0426187938798681	Inf	0.211324865405187	0.211324865405187
PHF8	0.0573360509508689	-0.0342387387823671	Inf	0.10451295104944	0.171125601168862
PIGA	0.130468556809953	0.0245183776779621	Inf	0.0313028773839245	0.121265551226708
PIR	0.0744361966639732	0.00639683247600645	Inf	0.0400261459028231	0.12451863444727
PJA1	0.0805227759676187	-0.0606240496453597	Inf	0.145384993982403	0.190034350952359
PLCXD1	0.436416111083807	0.214041957123172	Inf	0.00373702728819907	0.0309342814412034
PLP2	0.0356707397205839	-0.0591795573744644	Inf	0.193345234979961	0.211324865405187
PNPLA4	0.816573756432247	0.530822101296934	Inf	0.00183579136870488	0.0160901714080604
POLA1	0.0137741046831955	-0.0264460823740181	Inf	0.211324865405187	0.211324865405187
PRKX	0.546864661486884	0.429484464244746	Inf	1.22508180582374e-05	0.000226827969908388
PRPS2	0.00658515196097384	-0.00385110871606627	Inf	0.135415926095473	0.181774531425455
PUDP	0.723910959451262	0.66496560604973	Inf	1.59492706765257e-09	2.37644133080232e-07
RAB39B	0.126853647036247	-0.0400867261028837	Inf	0.0902803836447353	0.165359843156576
RAP2C	0.0305254921617034	0.00137424395756936	Inf	0.0446888981354814	0.129931006363054
RBBP7	0.181235462192994	0.105705050336727	Inf	0.00105274459948921	0.00980368408274327
RBM3	0.0501954074786831	-0.00458157627973648	Inf	0.0620522789316608	0.145045729753148
RBM41	0.0442205697392742	0.00639235694291061	Inf	0.0325545103964317	0.121265551226708
RLIM	0.0270697490614501	-0.051973527861778	Inf	0.211324865405187	0.211324865405187
RPGR	0.0349857793558342	-0.0165644429583026	Inf	0.09300713747156	0.165359843156576
RPL10	0.0735410366616061	0.0130665297806811	Inf	0.0322396444601415	0.121265551226708
RPS4X	0.584054886483422	0.453272418863146	Inf	0.000141421791275664	0.00191562244546127
RPS6KA3	0.0174648250099168	0.00510982057713289	Inf	0.0179446917472566	0.09549139536933
RRAGB	0.132253976472127	-0.0566197487542223	Inf	0.0989673742605276	0.165388242548347
SASH3	0.017487590683467	-0.019793273315678	Inf	0.186950483150029	0.211324865405187
SAT1	0.102301573194103	0.0275489308856028	Inf	0.0216757028252729	0.111257538162036
SH3BGRL	0.0194654251046773	0.00287063281866762	Inf	0.0303734095581681	0.121265551226708
SLC10A3	0.0166954519286126	-0.032055026960425	Inf	0.211324865405187	0.211324865405187
SLC25A43	0.0329872676988198	-0.0216085079947614	Inf	0.12509198388996	0.18041117450247
SLC25A6	0.79804281235179	0.702258212235077	Inf	6.85212580866552e-06	0.000170161124248527
SLC9A7	0.00745746953492289	-0.00211422796805474	Inf	0.0820445740333846	0.15672617347403
SMC1A	0.340834309903889	0.0860768324356118	Inf	0.0231475414967994	0.111257538162036
SMS	0	NA	NA	NA	NA
SNX12	0.015061204673199	-0.00919374828256416	Inf	0.120036952481436	0.177156224831799
SOWAHD	0.117434236940674	-0.0104950304829519	Inf	0.0609899401371523	0.145045729753148
SPIN3	0.172721995271038	-0.0724916553606221	Inf	0.0879968780036413	0.165359843156576
STK26	0.112218593037685	0.0168782994192066	Inf	0.0319059745441103	0.121265551226708
STS	0.545826092853316	0.263212260888682	Inf	0.00732207626773452	0.05237409939248
SUV39H1	0.0740470520526419	-0.0970594024331889	Inf	0.166853422179199	0.208917310123535
TAB3	0.0588216406272464	-0.0472511025461869	Inf	0.151301585460954	0.196034228118975
TAF9B	0.00961349813615851	-0.0184577777981817	Inf	0.211324865405187	0.211324865405187
TBC1D25	0.00984379208721323	0.000781058665472276	Inf	0.0401133855937513	0.12451863444727
TBL1X	0.0651625188933525	0.00240984979171705	Inf	0.0446925576692226	0.129931006363054
TCEAL4	0.0218591299660501	-0.0115612528799486	Inf	0.11783222310671	0.177156224831799
TCEANC	0.26124116895881	0.0514136005572057	Inf	0.0305002590533715	0.121265551226708
TFE3	0.0147578317792706	-0.0162968809071814	Inf	0.172446545542442	0.211324865405187
THOC2	0.385651811374346	-0.186493838279058	Inf	0.0939501769539592	0.165359843156576
TIMM17B	0.03309236922905	-0.000863127496908901	Inf	0.053381906731439	0.137136277637662
TIMP1	0.0820770519262984	-0.157586756176437	Inf	0.211324865405187	0.211324865405187
TLR7	0.011246544357879	-0.0152206619018302	Inf	0.195501109477885	0.211324865405187
TMSB15B	0.211386609762373	0.0508300820670081	Inf	0.022631840955275	0.111257538162036
TMSB4X	0.0897759160976338	0.035381196786065	Inf	0.00768448377968199	0.05237409939248
TRAPPC2	0.121656988655574	0.00159460784612983	Inf	0.048183210236426	0.130899854268049
TRMT2B	0.0347947351501526	-0.0156602797459828	Inf	0.107732800011372	0.171618795593158
UBA1	0.412031576666939	-0.0509895690144457	Inf	0.0636330250488018	0.145523169540104
USP9X	0.0954474808904435	-0.0224559487186425	Inf	0.0797307275806308	0.154284135188493
UTP14A	0.0410002255215915	-0.0286963267791151	Inf	0.113991869969693	0.175228025080057
VAMP7	0	NA	NA	NA	NA
VBP1	0.0343542535464458	-0.0178988165202644	Inf	0.121274731092909	0.177156224831799
VMA21	0.0204116868246527	-0.0276244305911111	Inf	0.195501109477885	0.211324865405187
WDR44	0.0296793723980333	-0.0401669773713648	Inf	0.195501109477885	0.211324865405187
WWC3	0.0605858905796935	-0.1163240362859	Inf	0.211324865405187	0.211324865405187
XIAP	0.0177179323412399	0.00227602048126926	Inf	0.0336519210585387	0.122296005798104
ZBED1	0.657146471458413	0.532825145379875	Inf	6.31101530577948e-05	0.000940341280561143
ZBTB33	0.0128458498023715	-0.0173851034114858	Inf	0.195501109477885	0.211324865405187
ZDHHC9	0.0141263940520447	-0.0159889137101906	Inf	0.186950483150029	0.211324865405187
ZFX	0.534405578735213	0.474979667290909	Inf	2.94230319327254e-07	1.60340005248129e-05
ZMYM3	0.00455820476858337	-0.00616890766214005	Inf	0.195501109477885	0.211324865405187
ZNF275	0.0269824014035398	-0.00540325482251293	Inf	0.0792313434984199	0.154284135188493
ZNF280C	0.061573104401761	-0.0309878776959276	Inf	0.107718753759864	0.171618795593158
ZNF41	0.0166885614346086	-0.0080332737468781	Inf	0.111761073878248	0.175228025080057
ZNF75D	0.0919161773528678	-0.0823524275535728	Inf	0.161872702612782	0.20439858211275
ZRSR2	0.505396615577424	0.251373366442842	Inf	0.00415171581159297	0.0325581924172291
ZXDB	0.136860642527531	-0.0718979826263534	Inf	0.0978396766409727	0.165388242548347
