gene_name.84	intercept_LCL	intercept_err_LCL	x_coeff_LCL	x_coeff_err_LCL	x_pval_LCL	x_adj_pval_LCL	y_coeff_LCL	y_coeff_err_LCL	y_pval_LCL	y_adj_pval_LCL	adj.r.sq_LCL	reg_pval_LCL	reg_adj_pval_LCL	deltaEx_LCL	deltaEx_err_LCL	deltaEx_95_CI_lo_LCL	deltaEx_95_CI_hi_LCL	deltaEy_LCL	deltaEy_err_LCL	deltaEy_95_CI_lo_LCL	deltaEy_95_CI_hi_LCL	intercept_Fib	intercept_err_Fib	x_coeff_Fib	x_coeff_err_Fib	x_pval_Fib	x_adj_pval_Fib	y_coeff_Fib	y_coeff_err_Fib	y_pval_Fib	y_adj_pval_Fib	adj.r.sq_Fib	reg_pval_Fib	reg_adj_pval_Fib	deltaEx_Fib	deltaEx_err_Fib	deltaEx_95_CI_lo_Fib	deltaEx_95_CI_hi_Fib	deltaEy_Fib	deltaEy_err_Fib	deltaEy_95_CI_lo_Fib	deltaEy_95_CI_hi_Fib	Gene	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84	Human_NPY	region
EBP	EBP	2920.97614643873	92.6623116731044	-216.206566848185	53.6498421208597	0.000112461667174737	0.000637282780656846	-149.062286205413	67.5062375739844	0.0296414925940213	0.149042434592474	0.224491748029594	0.000123810813037417	0.000193015110281039	-0.0740186006351968	0.0185165786166659	-0.110311094723862	-0.0377261065465317	-0.0510316684328801	0.0231674793547875	-0.0964399279682637	-0.00562340889749657	908.793798181122	63.7081590950859	7.45525258822946	58.0622965000423	0.898118188482894	0.959276609057968	7.37461926779874	58.1211063688736	0.899315522968081	0.977839854484359	0.167228196079112	0.00160814838125961	0.00227917432451902	0.00820345891790915	0.0638919947418613	-0.117024850776139	0.133431768611957	0.00811473326794092	0.0639566485038649	-0.117240297799634	0.133469764335516	EBP	ENSG00000147155	protein_coding	chrX	48.521799	48528716	ENSG00000147155	protein_coding	FALSE	NPX
F8	F8	686.993088811511	30.7997956997568	-92.143684631434	18.4245560608386	2.60416081861966e-06	1.89731716785147e-05	-123.274632653956	23.1831522604718	6.96690043931262e-07	1.91321804371893e-05	0.304407746933933	1.58888131366055e-06	3.39659059267555e-06	-0.134126072200874	0.0274849912129726	-0.1879966549783	-0.0802554894234473	-0.179440862887309	0.0346915024583672	-0.247436207705709	-0.11144551806891	562.776622212837	24.7722098806333	-99.4119482397412	24.5981153542244	0.000111740986978992	0.000830678280560806	-50.1026477661535	24.6230301788985	0.0448144667264062	0.252241427002915	0.147915463227159	0.00365218988095307	0.00501380771113418	-0.176645482978404	0.0443947198723336	-0.263659133928178	-0.08963183202863	-0.0890275924560441	0.0439279065040429	-0.175126289203968	-0.00292889570812001	F8	ENSG00000185010	protein_coding	chrX	154.835788	155026940	ENSG00000185010	protein_coding	FALSE	NPX
RTL8C	FAM127A	1071.63102279422	44.0198165683241	-82.6729483571226	21.2434479606461	0.000184780581651653	0.00097403948140498	-60.5816179659424	26.7300925451254	0.0256945538626923	0.145874325988585	0.45967478561834	3.31710067935143e-11	1.53792849679021e-10	-0.0771468412155122	0.0200751728437048	-0.116494179989174	-0.0377995024418508	-0.0565321614224821	0.0250512365589933	-0.105632585078109	-0.00743173776685514	7529.86314460318	281.633405146741	-62.0136022081943	241.570434599323	0.797988401816629	0.913975088127186	-383.679336103206	241.815115337576	0.116096130466841	0.415835230944867	0.279576482495479	6.45257318425557e-06	1.30375068440856e-05	-0.00823568782291094	0.0320831288441985	-0.0711186203575401	0.0546472447117182	-0.0509543571689211	0.0321706448172891	-0.114008821010808	0.0121001066729655	RTL8C	ENSG00000134590	protein_coding	chrX	135.032355	135033546	ENSG00000134590	protein_coding	FALSE	NPX
RTL8A	FAM127B	477.725511354347	22.3649398680554	-43.9432766047215	10.8534421782547	0.000105021388867136	0.000604719932670445	-17.6703241211185	13.656611412392	0.198835958575019	0.496394665813159	0.452965820601436	5.69431408914528e-11	2.54108766228108e-10	-0.0919843624849399	0.0231235106305489	-0.137306443320816	-0.046662281649064	-0.0369884456683574	0.0286391309691991	-0.0931211423679876	0.0191442510312728	1936.31207966126	47.0018449405558	0.175021470331095	34.9837242526061	0.996019320908133	0.999929685137243	-55.5746027422921	35.0191584045178	0.116025143149831	0.415835230944867	0.477895538818268	1.11786842473883e-11	4.63621220365365e-11	9.03890814758091e-05	0.0180671932371016	-0.0353213096632433	0.0355020878261949	-0.0287012632550505	0.0180989069631598	-0.0641751209028436	0.00677259439274268	RTL8A	ENSG00000203950	protein_coding	chrX	135.050932	135052196	ENSG00000203950	protein_coding	FALSE	NPX
FMR1	FMR1	2782.06849389261	80.4506158101022	-109.610342184303	41.8998831751359	0.0103494122265759	0.0326968156184744	-53.734632023336	52.7215618187842	0.310689273080586	0.640087335428354	0.284499435452353	5.03420596471665e-06	9.26397695568991e-06	-0.0393988654215117	0.0151037267219008	-0.0690021697964373	-0.00979556104658616	-0.0193146330298114	0.0189587193125354	-0.0564737228823808	0.0178444568227579	2365.4937148815	57.1355425841071	42.3806769328565	45.0127313715325	0.348955520760106	0.598595143135993	55.5320553368583	45.0583236575299	0.220991562646763	0.54081165020388	0.403301759537892	3.03966784319315e-09	9.21253177090847e-09	0.0179162077946927	0.0190338148959308	-0.0193900694013316	0.055222484990717	0.0234758836971335	0.0190566067193677	-0.0138750654728273	0.0608268328670942	FMR1	ENSG00000102081	protein_coding	chrX	147.911919	147951125	ENSG00000102081	protein_coding	FALSE	NPX
GDI1	GDI1	6028.30851919839	182.455506056541	-185.994680136239	73.4109752275665	0.0129262767940432	0.0401276592649863	-51.9997514320899	92.3711708803547	0.574799531820792	0.816063997592691	0.588305033800752	1.79866293387181e-16	1.64646837792881e-15	-0.0308535436671664	0.0122134590790242	-0.0547919234620539	-0.00691516387227893	-0.00862592736693651	0.0153251243631255	-0.0386631711186625	0.0214113163847895	8273.35673853942	286.73165134666	-457.856061988752	258.33271266409	0.0797203543613684	0.221195912805487	-459.50171143535	258.594371500588	0.0789599379272088	0.348388785552662	0.215946316004083	0.000171780170848583	0.000282005780476423	-0.0553410274037793	0.0312835052068205	-0.116656697609147	0.00597464280158879	-0.055539936927278	0.0313154954293899	-0.116918307968882	0.00583843411432617	GDI1	ENSG00000203879	protein_coding	chrX	154.436913	154443467	ENSG00000203879	protein_coding	FALSE	NPX
GLA	GLA	2132.1198349237	91.4806740812452	-205.614871234595	57.3208768691649	0.000530697916001449	0.00256025886503402	-109.083858204255	72.1254076230439	0.133746855435434	0.394608490830164	0.0809566419203067	0.0509335788529829	0.0562950082059285	-0.0964368267986932	0.0272010025522144	-0.149750791801033	-0.043122861796353	-0.0511621609712004	0.0338991763454468	-0.117604546608276	0.0152802246658754	956.161570633306	52.8816921925389	7.85980590620257	51.0990521409843	0.878099901738769	0.953089149545661	25.6961208535043	51.1508091112551	0.616641257975926	0.837645154284765	0.0715326694942285	0.0629158260029022	0.0726945320971949	0.00822016503026438	0.053443793018863	-0.096529669286707	0.112969999347236	0.0268742455696946	0.0535166328691268	-0.078018354853794	0.131766845993183	GLA	ENSG00000102393	protein_coding	chrX	101.393273	101408012	ENSG00000102393	protein_coding	FALSE	NPX
GPKOW	GPKOW	1561.71622523193	35.173029621755	-49.7830277526926	18.9020047299332	0.00985947417812888	0.0314270739427858	-3.07971106799145	23.7839138286545	0.897245962032095	0.975951154476008	0.308958236226063	1.21271255852464e-06	2.70586489620809e-06	-0.0318771278343472	0.0121246286174404	-0.0556413999245305	-0.00811285574416396	-0.00197200427211677	0.0152294088925613	-0.0318216457015369	0.0278776371573033	1324.41008047506	34.9548987900641	-34.545494096135	25.4977883687666	0.178858836248394	0.393689282021604	-50.2768301799775	25.5236144500594	0.0519341065489019	0.269237341845623	0.464950789824125	3.14932707569026e-11	1.21650477237447e-10	-0.0260836840533135	0.0192644897587179	-0.0638420839804006	0.0116747158737736	-0.0379616788796589	0.0192977121293176	-0.0757851946531215	-0.000138163106196396	GPKOW	ENSG00000068394	protein_coding	chrX	49.113407	49123735	ENSG00000068394	protein_coding	FALSE	NPX
HCCS	HCCS	2081.41628298348	49.7087596223922	-107.835753867642	27.6585922128401	0.000180160376689321	0.00097403948140498	-31.114898951311	34.8021060840359	0.373553415612834	0.683738143358486	0.294598414822882	2.8209232051066e-06	5.62608706269864e-06	-0.0518088355266786	0.0133458319225498	-0.0779666660948762	-0.0256510049584809	-0.0149489072444034	0.0167242077808476	-0.0477283544948647	0.0178305400060579	1742.95190146352	53.8453477787442	40.2020795653774	43.3684488432025	0.356411442781721	0.600111574598283	-86.5673368802263	43.4123756759601	0.0491710574917472	0.26180265745606	0.354633617000633	7.70078338562446e-08	1.94494144483079e-07	0.0230655128989047	0.0248923844213838	-0.0257235605670074	0.0718545863648169	-0.0496670830718492	0.0249546023799815	-0.098578103736613	-0.000756062407085353	HCCS	ENSG00000004961	protein_coding	chrX	11.111301	11123086	ENSG00000004961	protein_coding	FALSE	NPX
HDX	HDX	321.806149196056	18.79775160411	-42.2547395402638	11.0170916999278	0.000225494891684501	0.00115002394759096	-13.1768922811929	13.8625274608315	0.344249761916568	0.653528633593112	0.185817514790008	0.000789552614498359	0.00109677153064558	-0.131304947546297	0.0350838391768597	-0.200069272332942	-0.0625406227596517	-0.0409466764824467	0.0431436120252827	-0.125508156052001	0.0436148030871074	360.099673876956	11.8559755536161	-22.6074524097928	9.16455763949023	0.0155246207048982	0.0637156308096863	-16.8735763163343	9.17384019400776	0.0691660758770493	0.33233455970192	0.40385319562497	2.92512342701594e-09	8.93409790887038e-09	-0.0627810965958209	0.0255338600206945	-0.112827462236382	-0.0127347309552596	-0.0468580716407423	0.0255225063256467	-0.0968821840390097	0.00316604075752516	HDX	ENSG00000165259	protein_coding	chrX	84.317874	84502479	ENSG00000165259	protein_coding	FALSE	NPX
HMGN5	HMGN5	2031.40007440075	116.82605519834	-167.221274960838	57.3503406243099	0.00442599562692781	0.0164591712376378	-194.207747343336	72.1624811199268	0.00841185466883857	0.0667340470394526	0.389888166115964	6.42413134196606e-09	1.9435719398999e-08	-0.0823182380802894	0.0286261027555368	-0.138425399481142	-0.0262110766794372	-0.0956029045143294	0.0359464873243757	-0.166058019670106	-0.0251477893585531	174.925334956535	7.71590066893479	-31.6131612137916	4.55091918522834	5.67709121393759e-10	7.71301358031521e-09	-25.2933695504488	4.55552869908635	2.82396747866193e-07	9.27202655494e-06	0.739406108462357	8.80275262246278e-25	1.50794979706536e-23	-0.180723742627943	0.0272102566761972	-0.23405584571329	-0.127391639542597	-0.144595232913138	0.0268123468086738	-0.197147432658138	-0.0920430331681372	HMGN5	ENSG00000198157	protein_coding	chrX	81.113699	81201913	ENSG00000198157	protein_coding	FALSE	NPX
HPRT1	HPRT1	5901.30706492644	167.547475503477	-267.097280914015	79.5520634143815	0.00113253578260924	0.0049306740779451	-68.5201587531067	100.0983466131	0.495308196856945	0.773422970307285	0.414726020082859	1.07514351810293e-09	3.95697150477057e-09	-0.0452606986851216	0.0135415232038446	-0.0718020841646571	-0.0187193132055862	-0.011611013966778	0.0169652668408328	-0.0448629369748103	0.0216409090412543	2202.9502429256	96.7232190082333	32.5714005537192	96.3663506416148	0.736153659526678	0.896880481600727	-21.6268006248067	96.4639577426528	0.823113236860493	0.942751788729751	0.00996419958747041	0.355438632751021	0.377473911870357	0.0147853546208394	0.0437490414006013	-0.0709627665243391	0.100533475766018	-0.00981719886513894	0.0437906536619031	-0.0956468800424691	0.0760124823121912	HPRT1	ENSG00000165704	protein_coding	chrX	134.460165	134520513	ENSG00000165704	protein_coding	FALSE	NPX
IDH3G	IDH3G	3459.04908469051	91.0614069856196	-108.044774368852	44.4272740079226	0.0168916404844867	0.049837319445965	9.75026333868976	55.9017136935288	0.861908157280952	0.972464204353446	0.426240877888601	4.54874155343368e-10	1.78450630173168e-09	-0.0312353978574777	0.0128700780114015	-0.0564607507598246	-0.00601004495513083	0.00281876986997487	0.0161611765594629	-0.0288571361865724	0.0344946759265222	2567.07080703989	92.9714713289597	4.48962841205216	50.2755534497695	0.92904157822213	0.966989015908705	-45.6458502251142	50.3264763185161	0.366831610736038	0.674870138544635	0.709350881082292	1.07421131418621e-22	1.45944571651506e-21	0.00174893049297272	0.019584896626851	-0.0366374668956552	0.0401353278816007	-0.0177812976953872	0.0196152052888532	-0.0562271000615396	0.0206645046707651	IDH3G	ENSG00000067829	protein_coding	chrX	153.785766	153794523	ENSG00000067829	protein_coding	FALSE	NPX
IL13RA1	IL13RA1	492.296462230976	44.5971705352828	-72.2268173009321	26.981540562983	0.00875396255563566	0.0286712351592838	-12.6373170040374	33.9501891404194	0.710549844475088	0.905951051705737	0.0742232093770333	0.063510743715448	0.0695501089153833	-0.146714069350847	0.0563960008728003	-0.257250231061536	-0.0361779076401583	-0.0256701357283129	0.0690020914315276	-0.160914234934107	0.109573963477481	11323.7375908108	463.783021987838	0.314176218225569	455.996386079884	0.999451791727241	0.999929685137243	226.568821854526	456.458253578578	0.620848718508533	0.837645154284765	0.0434947745798183	0.149092238142464	0.165938818723534	2.77449221783913e-05	0.0402690704022919	-0.0788996330663136	0.0789551229106704	0.0200083073311754	0.0403181867778709	-0.0590153387534515	0.0990319534158023	IL13RA1	ENSG00000131724	protein_coding	chrX	118.727133	118794535	ENSG00000131724	protein_coding	FALSE	NPX
KLF8	KLF8	705.269667090643	37.5293257274835	-92.0368978538531	22.9503224610051	0.000120781399029554	0.000673733741461734	-80.1780095535715	28.8778094996439	0.00662009851688776	0.0552868464716741	0.149644531435613	0.00384548270071843	0.00499213572420539	-0.130498874612772	0.033273889789493	-0.195715698600178	-0.0652820506253653	-0.113684188183393	0.0413902388448454	-0.19480905631929	-0.0325593200474958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KLF8	ENSG00000102349	protein_coding	chrX	56.232356	56291531	ENSG00000102349	protein_coding	FALSE	NPX
MAP7D3	MAP7D3	2038.0462542918	63.5428833163897	-75.0336915029048	25.843602033795	0.00459008362168491	0.0168934005457888	-59.7801540667313	32.5183499092264	0.0691353057853403	0.25185004250374	0.587950370289942	1.87005652420143e-16	1.66902544784978e-15	-0.0368164811494813	0.0127324250716286	-0.0617720342898733	-0.0118609280090893	-0.0293320889753331	0.0159818359413953	-0.0606564874204679	0.00199230946980171	3223.45826800451	114.762501479795	48.2670617560395	101.115536111026	0.634273186342982	0.83024463594397	-46.5334330173595	101.217953544953	0.646815111466029	0.850262477825825	0.217937691560944	0.000155981374320278	0.000258221266731888	0.0149736890454361	0.0313731801566528	-0.0465177440616034	0.0764651221524756	-0.0144358726400284	0.0314046289145205	-0.0759889453124886	0.0471172000324319	MAP7D3	ENSG00000129680	protein_coding	chrX	136.21322	136256482	ENSG00000129680	protein_coding	FALSE	NPX
MMGT1	MMGT1	2575.27047996222	81.0951940917636	-131.489320218952	39.9239585453777	0.00139087844155922	0.00577376283298422	-150.510345540789	50.2353059005606	0.00348799014415379	0.0355774994703687	0.414972703830446	1.05573791184353e-09	3.92602535966812e-09	-0.0510584504587189	0.015585974105049	-0.081606959704615	-0.0205099412128227	-0.058444480574715	0.0195934344154494	-0.0968476120289959	-0.0200413491204342	3937.87364448684	166.716814189673	-106.903675895252	103.814898763527	0.305885567408274	0.560553086320279	-178.726587479143	103.920050315343	0.0888973629696614	0.368690115895227	0.611525523275751	3.4348310517078e-17	2.67161819072498e-16	-0.0271475637733885	0.0263882285161541	-0.0788684916650505	0.0245733641182735	-0.0453865724537319	0.0264597526126015	-0.0972476875744308	0.00647454266696711	MMGT1	ENSG00000169446	protein_coding	chrX	135.960588	135974029	ENSG00000169446	protein_coding	FALSE	NPX
MOSPD1	MOSPD1	651.96085888707	18.8022266459156	-34.3089743267855	10.9522959588624	0.00230403483754128	0.00913933818891373	-41.9367208499876	13.7809966209032	0.00302830624226252	0.0327607675299309	0.185593991745529	0.000797671351477542	0.00110375454448637	-0.0526242854292704	0.0168674233463636	-0.085684435188143	-0.0195641356703978	-0.064323985525106	0.0212190121797853	-0.105913249397485	-0.0227347216527269	1201.95859086692	32.7399103570386	-28.4880683933596	23.5677224855428	0.229915563184071	0.48702544029314	-72.0695180514511	23.5915936506805	0.00296202525116805	0.0438385961182459	0.479179765841116	1.00712719107957e-11	4.25567905163668e-11	-0.0237013725845683	0.0196183911921389	-0.0621534193211605	0.014750674152024	-0.0599600673426447	0.0196954607733927	-0.0985631704584944	-0.0213569642267951	MOSPD1	ENSG00000101928	protein_coding	chrX	134.887632	134915257	ENSG00000101928	protein_coding	FALSE	NPX
BEX3	NGFRAP1	532.776117831004	53.3856664911908	-170.489411928953	33.3205939608122	1.61657141719551e-06	1.22790637433787e-05	-136.295529598057	41.9264594844033	0.00159268656488529	0.0183415839891628	0.20948269226542	0.000259113749829656	0.000385431702871613	-0.320001978735526	0.0702823181638778	-0.457755322336727	-0.182248635134326	-0.255821394834538	0.0827641269193694	-0.418039083596502	-0.0936037060725737	4618.14724952927	163.54581518522	-16.7336652516172	152.220822973322	0.91270948723136	0.966154483227918	-163.41771643266	152.375003692516	0.286376032192392	0.602014894562371	0.130659833561473	0.00735512121578105	0.00950136970169749	-0.00362345857493453	0.0329616983292585	-0.0682283873002812	0.0609814701504122	-0.0353859908753056	0.0330186232474126	-0.100102492440234	0.029330510689623	BEX3	ENSG00000166681	protein_coding	chrX	103.376395	103378164	ENSG00000166681	protein_coding	FALSE	NPX
PDHA1	PDHA1	6975.07473115815	203.903200751137	-297.519576536147	84.3078705759162	0.000644960616850974	0.00307001253621064	-52.1790894754285	106.082458316157	0.623943833721984	0.856722879379801	0.582028684250836	3.562950759934e-16	3.0285081459439e-15	-0.0426546794125525	0.0121511684655066	-0.0664709696049454	-0.0188383892201596	-0.00748079289277588	0.015210363814348	-0.0372931059688979	0.0223315201833461	4361.0246937872	153.137069508692	31.0712952214434	104.985555697851	0.767944104753275	0.909070975464042	-158.357169694066	105.091892979218	0.135352542302161	0.433568306236191	0.52598134551962	1.82757819580954e-13	9.73061904255348e-13	0.00712476938406429	0.0240748980779646	-0.0400620308487463	0.0543115696168748	-0.0363119176829391	0.024131692322721	-0.0836100346354723	0.010986199269594	PDHA1	ENSG00000131828	protein_coding	chrX	19.343893	19361718	ENSG00000131828	protein_coding	FALSE	NPX
