gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	region	gene_name.104	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84
DLG3	643.718501896265	30.5527473538517	14.7116982485163	40.2924626847398	0.716943292802994	0.906136689990469	-0.000831689402830627	0.442793701959162	0.512065109320872	0.0228542417301641	0.0626026942832083	NPX	DLG3	ENSG00000082458	protein_coding	chrX	70444835	70505490	ENSG00000082458	protein_coding
DMD	498.986339439653	52.7916402547258	-74.0018604695101	68.0055253268494	0.283031483488843	0.645300443699986	0.069660162932808	0.179951759788911	0.236382625227942	-0.148304381544016	0.137187558143188	NPX	DMD	ENSG00000198947	protein_coding	chrX	31097677	33339609	ENSG00000198947	protein_coding
DNASE1L1	961.49435933523	160.822311499564	29.1078589171913	194.302983464164	0.881670069420437	0.949891968351653	0.131138484642208	0.0677351854495485	0.102968406913225	0.0302735618098855	0.20214780174684	NPX	DNASE1L1	ENSG00000013563	protein_coding	chrX	154401236	154412112	ENSG00000013563	protein_coding
DOCK11	2088.34843444105	126.568369836418	172.908262700745	157.716753422417	0.279494891245245	0.645300443699986	0.0782216190388464	0.15865394304163	0.215620872649221	0.0827966539726522	0.0756887685880535	NPX	DOCK11	ENSG00000147251	protein_coding	chrX	118495815	118686163	ENSG00000147251	protein_coding
DYNLT3	3035.67182313529	191.057591083393	-48.3114717550978	199.151407272619	0.809565228580844	0.93348464269242	0.354709745825229	0.000480925843608711	0.00153651731390241	-0.0159145897744642	0.0656113800107392	NPX	DYNLT3	ENSG00000165169	protein_coding	chrX	37836757	37847571	ENSG00000165169	protein_coding
EBP	963.570572370317	96.6523359340066	21.6750147637766	120.935341870256	0.858663374855749	0.941035152094818	0.062188952113204	0.200303441359271	0.257728318745547	0.0224944756360269	0.12552778888169	NPX	EBP	ENSG00000147155	protein_coding	chrX	48521799	48528716	ENSG00000147155	protein_coding
EDA2R	1321.96635903803	94.8236183702706	-93.6395030153627	117.675656413209	0.43087893655235	0.784673744252159	0.0780758917584842	0.158998945879266	0.215620872649221	-0.070833499184883	0.0891605049146844	NPX	EDA2R	ENSG00000131080	protein_coding	chrX	66595637	66639298	ENSG00000131080	protein_coding
EFNB1	1039.58492070125	78.8411119534062	335.236992302995	107.185673366419	0.00328084922624144	0.0287646548440238	0.257549155705195	0.00545432768146561	0.0118860204388008	0.322471965134759	0.105965042713208	NPX	EFNB1	ENSG00000090776	protein_coding	chrX	68829021	68842160	ENSG00000090776	protein_coding
EIF1AX	10352.6192964342	987.417803608403	4112.77296482688	1271.70332274849	0.00244907853160125	0.0230825651603417	0.307329874178015	0.00166540773638859	0.00430040216861985	0.397268830917355	0.128549962061496	NPX	EIF1AX	ENSG00000173674	protein_coding	chrX	20124525	20141838	ENSG00000173674	protein_coding
EIF2S3	12070.9068251095	1092.10414676407	1816.16456853477	839.241338774004	0.0364876057570252	0.190053511760037	0.688772336510293	5.65514474270457e-10	7.89625765925786e-09	0.150458005752877	0.0708460307552921	NPX	EIF2S3	ENSG00000130741	protein_coding	chrX	24054946	24078810	ENSG00000130741	protein_coding
ELF4	3267.20226608108	115.56402956982	81.4199135234068	102.464290481173	0.431525634016753	0.784673744252159	0.550472739390855	6.31910785520614e-07	5.06873119449514e-06	0.0249203774032232	0.0313738623751328	NPX	ELF4	ENSG00000102034	protein_coding	chrX	130063955	130110716	ENSG00000102034	protein_coding
ELK1	3039.43656518496	94.6484923863951	249.44158566329	111.488191365089	0.0308994863002828	0.174478246076492	0.40566587214842	0.000110300268880588	0.000442374482638103	0.0820683637620548	0.0367694658458155	NPX	ELK1	ENSG00000126767	protein_coding	chrX	47635521	47650604	ENSG00000126767	protein_coding
EMD	3667.40206457442	141.190076559933	244.396055816551	171.679103548882	0.162326892407526	0.51862066472574	0.157155943075041	0.0426415840465012	0.0678307054241813	0.0666401042245451	0.0468824351666316	NPX	EMD	ENSG00000102119	protein_coding	chrX	154379273	154381574	ENSG00000102119	protein_coding
ENOX2	1374.07497374205	47.8081197411425	-32.9487171129292	61.4564352073766	0.594836940955694	0.868984614134023	0.00946747633019673	0.39458879001145	0.463426709764226	-0.0239788350290663	0.0447334588943367	NPX	ENOX2	ENSG00000165675	protein_coding	chrX	130622325	130903234	ENSG00000165675	protein_coding
ERCC6L	1070.38910744824	163.561251856075	-25.2587439449037	224.473282319395	0.910970364136643	0.956645758438759	-0.131498116286002	0.994899040988329	0.997545049076064	-0.0235977213978939	0.209742850140868	NPX	ERCC6L	ENSG00000186871	protein_coding	chrX	72204657	72239027	ENSG00000186871	protein_coding
F8	578.39737493217	38.4196507146528	-100.677952321437	50.2006265940236	0.0517061111462074	0.237721998806344	0.0760614264772264	0.163829398788834	0.219799584851924	-0.174063639782672	0.0875593569450096	NPX	F8	ENSG00000185010	protein_coding	chrX	154835788	155026940	ENSG00000185010	protein_coding
F8A1	1163.40301161069	119.216351624078	-34.6148158655256	129.1602348546	0.790077302848094	0.927910103344957	0.298590885681862	0.00206851086858194	0.00499890126573969	-0.0297530739735688	0.111061196952636	NPX	F8A1	ENSG00000288722	protein_coding	chrX	154886355	154888061	ENSG00000277203	protein_coding
F8A3	311.49297895193	70.9649556486286	54.3277897676455	91.8609808398116	0.557571382449917	0.863898396089033	-0.00870205017953718	0.481569302675234	0.550156445783525	0.174410960884063	0.29757028461464	NPX	F8A3	ENSG00000277150	protein_coding	chrX	155456914	155458620	ENSG00000277150	protein_coding
FAM104B	391.317294483492	13.4913044633082	-9.41013979593189	16.4071492016696	0.569490676592339	0.863898396089033	0.126724935889693	0.0730577722087583	0.109296746518658	-0.024047339406127	0.0419361901693956	NPX	FAM104B	ENSG00000182518	protein_coding	chrX	55143102	55161310	ENSG00000182518	protein_coding
FAM120C	927.185211427832	34.0715664153817	-1.60615110588429	28.5075102861793	0.955350390949167	0.973424587534692	0.590510277045749	1.0839713776942e-07	9.96724900952961e-07	-0.00173228723461937	0.0307463611734066	NPX	FAM120C	ENSG00000184083	protein_coding	chrX	54068324	54183281	ENSG00000184083	protein_coding
FAM156A	944.883918402704	75.7230942685572	14.2853417858588	67.031632475746	0.832320944104157	0.93348464269242	0.536034989861292	1.14438580341974e-06	8.45947937037728e-06	0.0151186209307146	0.0709520044568905	NPX	FAM156A	ENSG00000268350	protein_coding	chrX	52926402	52995472	ENSG00000268350	protein_coding
FAM156B	406.389795330883	38.1183822973305	-1.69190311171314	42.3204753459074	0.968309259207935	0.977301256877329	0.260664326383621	0.00508118983420311	0.0111372591133405	-0.00416325195945335	0.104138374971186	NPX	FAM156B	ENSG00000179304	protein_coding	chrX	52891306	52908560	ENSG00000179304	protein_coding
FAM199X	2323.75934628383	105.656206492094	-196.64785833201	122.303859465119	0.115731067709823	0.431986262639636	0.193276124469099	0.0213876823487886	0.0376783002125855	-0.0846248810775049	0.0527723534299862	NPX	FAM199X	ENSG00000123575	protein_coding	chrX	104166453	104195902	ENSG00000123575	protein_coding
FAM3A	1464.50458596391	87.9801925243407	-60.447958424767	102.756296495106	0.559661360887495	0.863898396089033	0.19039647959629	0.0226431111076925	0.0395206152203708	-0.0412753630163481	0.0702083453146092	NPX	FAM3A	ENSG00000071889	protein_coding	chrX	154506159	154516242	ENSG00000071889	protein_coding
