gene_name.84	intercept_LCL	intercept_err_LCL	x_coeff_LCL	x_coeff_err_LCL	x_pval_LCL	x_adj_pval_LCL	y_coeff_LCL	y_coeff_err_LCL	y_pval_LCL	y_adj_pval_LCL	adj.r.sq_LCL	reg_pval_LCL	reg_adj_pval_LCL	deltaEx_LCL	deltaEx_err_LCL	deltaEx_95_CI_lo_LCL	deltaEx_95_CI_hi_LCL	deltaEy_LCL	deltaEy_err_LCL	deltaEy_95_CI_lo_LCL	deltaEy_95_CI_hi_LCL	intercept_Fib	intercept_err_Fib	x_coeff_Fib	x_coeff_err_Fib	x_pval_Fib	x_adj_pval_Fib	y_coeff_Fib	y_coeff_err_Fib	y_pval_Fib	y_adj_pval_Fib	adj.r.sq_Fib	reg_pval_Fib	reg_adj_pval_Fib	deltaEx_Fib	deltaEx_err_Fib	deltaEx_95_CI_lo_Fib	deltaEx_95_CI_hi_Fib	deltaEy_Fib	deltaEy_err_Fib	deltaEy_95_CI_lo_Fib	deltaEy_95_CI_hi_Fib	Gene	gene_id.104	gene_type.104	chr	start	stop	gene_id.84	gene_type.84	Human_NPY	region
AMOT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1212.03444297142	91.8970467029569	-12.3352266711524	87.7495735359868	0.888521369006371	0.954640389794764	-1.67509525087457	87.8384529159067	0.98482733298187	0.994074216546203	0.0791879852545505	0.0487920928056516	0.0579038691729721	-0.0101772905404498	0.0724026929009498	-0.152086568626312	0.131731987545412	-0.00138205251557695	0.072471987281619	-0.14342714758755	0.140663042556396	AMOT	ENSG00000126016	protein_coding	chrX	112774503	112840831	ENSG00000126016	protein_coding	FALSE	NPX
AP1S2	5019.23284442396	257.069374925201	178.086329941628	122.318581225285	0.148711047922646	0.26024433386463	-13.4884144300295	153.910372845184	0.930348778550363	0.976642165740052	0.426284874198827	4.53363687248888e-10	1.78450630173168e-09	0.0354807866982044	0.0244376343565389	-0.0124169766406118	0.0833785500370206	-0.00268734582517212	0.0306644318026267	-0.0627896321583204	0.0574149405079761	3415.7984303892	319.497813849982	376.037467679495	320.958480547786	0.244446879536392	0.493908054037632	171.204828513961	321.283571480785	0.595431633766532	0.832969321968051	0.0186360899039081	0.28942831659032	0.309877056349419	0.110087721902445	0.0945254734923754	-0.0751822061426106	0.295357649947501	0.050121467060471	0.0941748803215454	-0.134461298369758	0.2347042324907	AP1S2	ENSG00000182287	protein_coding	chrX	15825806	15854931	ENSG00000182287	protein_coding	FALSE	NPX
APEX2	3038.16712484451	68.7248319010419	-82.4639489166146	36.6088072354406	0.0265878806657668	0.073014410751375	-117.185507206379	46.0639349686916	0.0125730873075014	0.0863190801688074	0.316220929182808	7.83885502308551e-07	1.78246576002645e-06	-0.0271426638259194	0.0120652680816114	-0.0507905892658777	-0.00349473838596109	-0.0385711194911229	0.015186835113855	-0.0683373163142787	-0.00880492266796707	1162.18756229288	48.324165191116	-39.374618289182	38.9248620043893	0.314462944849093	0.573603704956217	-40.8828588875035	38.9642880375768	0.296877435982045	0.611150317832949	0.353839429015288	8.09772346467264e-08	2.03216754463759e-07	-0.0338797450314301	0.0335223669861768	-0.0995835843243366	0.0318240942614764	-0.0351775050894933	0.0335585697012471	-0.100952301703938	0.0305972915249511	APEX2	ENSG00000169188	protein_coding	chrX	55000363	55009057	ENSG00000169188	protein_coding	FALSE	NPX
APOO	986.50344201064	22.9123832339985	-24.3512510498253	12.9601416756271	0.0633193299923901	0.139537042020267	-7.52936951639176	16.3074180344551	0.645341688817082	0.868176891835791	0.168712282524382	0.00169994913323977	0.00224771052061704	-0.0246844055609111	0.0131499558270369	-0.0504583189819035	0.00108950786008133	-0.00763238038079806	0.0165314736603034	-0.0400340687549927	0.0247693079933966	511.985890001954	18.2698686145957	-1.37866924903365	18.2868989844409	0.940070876854023	0.967070301515626	-7.61682552695886	18.3054213336319	0.678329799537235	0.866497789968867	-0.011737674606644	0.554960370710138	0.57389602640366	-0.00269278758644773	0.0357177131598921	-0.0726995053798362	0.0673139302069408	-0.0148770223470998	0.0357577024089829	-0.0849621190687063	0.0552080743745067	APOO	ENSG00000184831	protein_coding	chrX	23833353	23907938	ENSG00000184831	protein_coding	FALSE	NPX
APOOL	1793.7733576802	46.9053282391701	-42.2309395543018	23.7667772043338	0.0787871962105454	0.164532453254613	-105.661657717161	29.9051338251731	0.000635847521692002	0.00907990260976179	0.379937766291163	1.28230852311738e-08	3.78334002275129e-08	-0.0235430743652682	0.0132638932205374	-0.0495403050775216	0.00245415634698511	-0.058904686740251	0.0167426375525019	-0.0917202563431548	-0.0260891171373473	1562.63293749135	86.1338016798121	-38.7503041253685	40.8793635030161	0.345709280397811	0.598325483988875	-23.417895156501	40.9207692025911	0.568563080318095	0.827475309831274	0.774249009819621	1.55502327313419e-27	3.6039951153816e-26	-0.0247980848193166	0.0261962527725778	-0.0761427402535691	0.0265465706149359	-0.0149861778762299	0.026200089669649	-0.0663383536287419	0.0363659978762821	APOOL	ENSG00000155008	protein_coding	chrX	85003877	85093316	ENSG00000155008	protein_coding	FALSE	NPX
AR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	983.787449854308	97.9630040331388	-49.2721912294118	66.2596203044743	0.459041392089099	0.712056332610649	-86.492920755318	66.3267330405148	0.195544275812956	0.510228110399369	0.5431754469159	3.75280480649361e-14	2.17441925552718e-13	-0.0500841835669978	0.067535956680605	-0.182454658660984	0.0822862915269881	-0.0879183006127259	0.0679858149993351	-0.221170498011423	0.0453338967859708	AR	ENSG00000169083	protein_coding	chrX	67544021	67730619	ENSG00000169083	protein_coding	FALSE	NPX
ARAF	4278.32060310836	105.190089256691	-119.932618384907	49.03926026405	0.0163006672367677	0.0489020017103032	-81.8241808550799	61.7048591938031	0.18800018719624	0.479400477350411	0.462003067139225	2.74487322673267e-11	1.30655965592475e-10	-0.0280326393252932	0.0114829719247695	-0.0505392642978414	-0.00552601435274503	-0.0191253036987531	0.014430345903219	-0.0474087816690624	0.00915817427155616	2817.54668128142	59.5827016859044	-41.0331642557229	46.40014116349	0.378873007627558	0.627209936996882	-21.0741252828811	46.4471387226646	0.651120555377157	0.850262477825825	0.397067778547602	4.67905924500778e-09	1.36559210558005e-08	-0.0145634372371999	0.0164711571456784	-0.0468469052427297	0.0177200307683298	-0.00747960110932274	0.0164857168063921	-0.0397916060498512	0.0248324038312057	ARAF	ENSG00000078061	protein_coding	chrX	47561205	47571908	ENSG00000078061	protein_coding	FALSE	NPX
ARHGAP4	3140.630953266	112.343275806742	-57.537057530718	49.4146261998211	0.247188627579423	0.38201878807729	-0.236729902417859	62.1771726440507	0.996970169790472	0.996970169790472	0.492707705929702	2.06118411153883e-12	1.13206573510671e-11	-0.0183202223969945	0.0157476220978088	-0.0491855617086998	0.0125451169147108	-7.53765424656721e-05	0.0197976693683263	-0.0388788085043853	0.038728055419454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ARHGAP4	ENSG00000089820	protein_coding	chrX	153907367	153934999	ENSG00000089820	protein_coding	FALSE	NPX
ARHGAP6	1438.0470350717	119.910623618247	-206.445725389165	72.5872261034122	0.00545377117832931	0.0192771911946888	-240.604289978775	91.3346682201745	0.00984403606406099	0.0732150182264536	0.108160444205736	0.0196322409385567	0.0226087419840799	-0.143559786539855	0.0518762792735091	-0.245237293915933	-0.0418822791637769	-0.167313226974372	0.0650272168632797	-0.294766572026401	-0.0398598819223442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ARHGAP6	ENSG00000047648	protein_coding	chrX	11117651	11665920	ENSG00000047648	protein_coding	FALSE	NPX
ARHGEF6	3178.68362709813	159.144000663394	298.352749997156	85.6522570015669	0.000750646157629416	0.00343564972145771	26.521560039739	107.774065706851	0.806147493992208	0.951059765922237	0.300216481680566	2.03336348157027e-06	4.22041141232898e-06	0.093860473390215	0.0273525175895586	0.0402495389146801	0.14747140786575	0.00834356707086039	0.0339078240512366	-0.0581157680695633	0.0748029022112841	1521.70572590033	91.5227577970483	205.350593851924	93.227705479354	0.030172000895647	0.110071929193379	157.195784573587	93.3221335240779	0.095561231561896	0.37651125235387	0.0480729709460859	0.130511106631488	0.146083454581836	0.134947638269828	0.0618005566404686	0.0138185472545101	0.256076729285147	0.103302354652429	0.0616412427290462	-0.0175144810965017	0.224119190401359	ARHGEF6	ENSG00000129675	protein_coding	chrX	136665547	136780932	ENSG00000129675	protein_coding	FALSE	NPX
ARHGEF9	1562.14136610879	61.1844126602398	-11.8804304387429	36.2351087461731	0.743730918895981	0.837577091627335	-26.1007458913109	45.5937196241487	0.568360252774574	0.816063997592691	0.0500259291282664	0.132967111243134	0.139206037283867	-0.00760522107441301	0.0231977061546588	-0.0530727251375442	0.0378622829887181	-0.0167083123573678	0.0291940152724266	-0.0739285822913239	0.0405119575765883	1161.42547264425	24.6168792414236	-62.8268994845182	21.0827793209108	0.00370579699926328	0.0194677869027964	-37.4790756658383	21.1041335483734	0.0791273218395159	0.348388785552662	0.352991861360266	8.54321681953278e-08	2.13039710563033e-07	-0.0540946457300254	0.0181886766443581	-0.0897444519529672	-0.0184448395070837	-0.0322698929450105	0.0181837573932229	-0.0679100574357274	0.00337027154570636	ARHGEF9	ENSG00000131089	protein_coding	chrX	63634967	63809274	ENSG00000131089	protein_coding	FALSE	NPX
ARMCX1	217.201686520638	21.9179707935707	-65.5854239038483	13.3011644410048	3.4718368567965e-06	2.3835495343776e-05	-63.2635530841998	16.7365183431916	0.000273814847075508	0.00465485240028364	0.234333686212262	7.52669894461985e-05	0.000119956764429879	-0.30195632895151	0.0684006271720206	-0.43602155820867	-0.167891099694349	-0.29126639897517	0.0824705183234546	-0.452908614889141	-0.129624183061199	2760.80680880765	77.8798034576523	59.3767345985974	69.7966560842184	0.39718796317712	0.646094007215789	-89.5661357871227	69.8673513966087	0.203154292249645	0.523155497688627	0.210962268573233	0.000218316153076006	0.000355440348396473	0.0215070226606117	0.0252885318294522	-0.0280584997251145	0.071072545046338	-0.0324420149578683	0.0253234018133945	-0.0820758825121215	0.0171918525963849	ARMCX1	ENSG00000126947	protein_coding	chrX	101550547	101554700	ENSG00000126947	protein_coding	FALSE	NPX
ARMCX2	1292.48084100693	89.0343834786112	-108.352855345236	53.0408702497302	0.0438406894743509	0.106470245866281	-21.8994745227863	66.7399836917132	0.743534536915399	0.918350557462645	0.0606549599703283	0.0971537324728065	0.104155803281657	-0.0838332390759637	0.0414423742265518	-0.165060292560005	-0.00260618559192224	-0.0169437517586142	0.0516503062703821	-0.118178352048563	0.0842908485313348	6916.89405625816	185.146689607917	-106.976628515232	177.994824288761	0.549344177749372	0.783919963540542	-295.728976705216	178.175110858532	0.100442229697762	0.391824143573449	0.0833696353391963	0.0423318210676908	0.0505416287899096	-0.0154659920544024	0.0257366752084227	-0.065909875462911	0.0349778913541061	-0.0427545910490926	0.0257848195766693	-0.0932928374193645	0.00778365532117935	ARMCX2	ENSG00000184867	protein_coding	chrX	101655281	101659850	ENSG00000184867	protein_coding	FALSE	NPX
ARMCX3	4736.3933569011	152.181162397496	12.5353511542997	89.5981209132585	0.889030132529147	0.928075430856085	-166.839194703949	112.739046331719	0.142216457759899	0.410562892489557	0.0852164238376347	0.044154197302919	0.0491060698976389	0.00264660263827861	0.01891714209758	-0.0344309958729783	0.0397242011495355	-0.0352249448329408	0.0238296124268024	-0.0819309851894736	0.011481095523592	5938.2897331855	272.65537754955	4.43975925910253	254.480983943305	0.986119167187008	0.996233209927388	-132.353181342062	254.73874145873	0.604642705794067	0.832969321968051	0.121413668818021	0.010563818746395	0.0133831015629571	0.000747649484714666	0.042854268993966	-0.0832467177434587	0.084742016712888	-0.0222880976322897	0.0429098659319281	-0.106391434858869	0.0618152395942894	ARMCX3	ENSG00000102401	protein_coding	chrX	101622797	101627843	ENSG00000102401	protein_coding	FALSE	NPX
ARMCX4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	803.914222568457	32.1451172913567	-7.59855614258138	30.0191990927909	0.800750280741797	0.914480030760197	-43.717014361115	30.0496047995487	0.149195773581611	0.451139113882649	0.144143148340069	0.00426758291781796	0.005778101957458	-0.00945194888865687	0.0373432087798271	-0.0826446380971179	0.0637407403198042	-0.0543801977049763	0.0374423108562239	-0.127767126983175	0.0190067315732225	ARMCX4	ENSG00000196440	protein_coding	chrX	101418287	101533459	ENSG00000196440	protein_coding	FALSE	NPX
ARMCX5	957.939340425579	27.2496626732122	-69.1335479282267	14.8871172958165	1.09713885389592e-05	7.12142856074262e-05	-49.5502344380015	18.7320826536489	0.00955409623995776	0.0725704756949983	0.36617860848948	3.26037369588956e-08	9.09338601119197e-08	-0.0721690247083005	0.0156757815080819	-0.102893556464141	-0.0414444929524599	-0.0517258581487926	0.0196098406310456	-0.090161145785642	-0.0132905705119432	693.487501775854	12.1187904380884	-44.0823714331478	11.5264836917796	0.000241301333806194	0.00163918492275242	-46.0363636648104	11.5381585829717	0.000134464120823697	0.00344071183595857	0.272906190769318	9.28200106525839e-06	1.8470244543999e-05	-0.0635662089370948	0.0166581187156866	-0.0962161216198407	-0.030916296254349	-0.0663838404396942	0.0166782687908943	-0.099073247269847	-0.0336944336095413	ARMCX5	ENSG00000125962	protein_coding	chrX	102599168	102604159	ENSG00000125962	protein_coding	FALSE	NPX
ARMCX6	1612.10002225073	40.1504007371278	-21.5976129771397	21.5778510554698	0.319410163664764	0.461606924924383	-64.7494271076414	27.1508634900575	0.0190742934551802	0.119465311640339	0.246073675100127	4.09907355846286e-05	6.77485768690389e-05	-0.0133971916624542	0.0133890914077228	-0.0396398108215908	0.0128454274966824	-0.040164646246479	0.0168716034764545	-0.0732329890603298	-0.00709630343262823	1849.00212131042	37.9550392580353	-65.7395293648763	36.0337533190154	0.0714117298050646	0.202418860022989	-50.2916700116433	36.0702510194842	0.166668591930828	0.484599044166624	0.159528899902113	0.00224043578674269	0.00314139395009474	-0.0355540583794927	0.0195018774996036	-0.0737777382787157	0.0026696215197303	-0.0271993576600122	0.0195159436880879	-0.0654506072886646	0.0110518919686402	ARMCX6	ENSG00000198960	protein_coding	chrX	101615118	101618001	ENSG00000198960	protein_coding	FALSE	NPX
ARSD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1197.77241513552	74.5061919028208	211.991334917245	74.7188355103535	0.00562285119414556	0.0273506588949797	-26.3369494826684	74.794516376948	0.725568404156368	0.898561694764576	0.0805866320182659	0.0465398253398283	0.0553978585616083	0.176987992241631	0.0633455363336542	0.0528307410276686	0.301145243455593	-0.0219882751930704	0.0624596585575549	-0.144409205965878	0.100432655579737	ARSD	ENSG00000006756	protein_coding	chrX	2903972	2929349	ENSG00000006756	protein_coding	FALSE	NPX
ASMTL	2082.90500019652	235.579491836566	1521.17572954282	133.584175853698	1.86763100877456e-19	2.89888813101094e-18	1662.36385222	168.085585247201	2.83847334724349e-16	1.12592776107325e-14	0.675220186371146	3.6450927287881e-21	5.65781784424935e-20	0.730314502773435	0.104574429420142	0.525348621109958	0.935280384436913	0.798098738090865	0.121078824555134	0.560784241962802	1.03541323421893	1011.18916984729	70.9765089157076	654.674176967409	70.9511563781846	1.15878141552755e-14	2.5364437650992e-13	535.127134336179	71.0230210554631	3.67257796225767e-11	1.44699571712952e-09	0.62382619676509	8.49166366828006e-18	7.27329453326597e-17	0.647429973034898	0.0835967589632818	0.483580325466865	0.81127962060293	0.529205761190061	0.0794546770837234	0.373474594105963	0.684936928274159	ASMTL	ENSG00000169093	protein_coding	chrX	1403139	1453762	ENSG00000169093	protein_coding	FALSE	PAR1
ATG4A	1499.37956231886	46.5386917950057	-38.4262516069546	24.8749176875941	0.125724514353795	0.230172572432332	-68.4673149940066	31.2994789298575	0.0311605250682524	0.154504270130085	0.288434062105506	4.02293148100328e-06	7.80536162346833e-06	-0.0256281014978799	0.0166091999291169	-0.058182133358949	0.0069259303631892	-0.0456637643427117	0.0209230147595645	-0.0866728732714581	-0.00465465541396524	860.677474644198	28.7360430757199	-52.440060249721	23.2495572264876	0.026523965657609	0.100614567279218	-57.2394557534822	23.2731061298774	0.015825871217437	0.133917257307408	0.371179312383879	2.65529281634516e-08	7.06882006513509e-08	-0.0609288168850935	0.0270895781609089	-0.114024390080475	-0.00783324368971207	-0.0665051165387417	0.0271314640625885	-0.119682786101415	-0.0133274469760682	ATG4A	ENSG00000101844	protein_coding	chrX	108091668	108154671	ENSG00000101844	protein_coding	FALSE	NPX
ATP11C	3936.82494719188	168.786122990773	-134.498612185785	71.5053117510176	0.0630401182962844	0.139537042020267	2.50670164680611	89.9733227917401	0.977831856861104	0.99281156541878	0.517454353192814	2.23952398712907e-13	1.42769654179478e-12	-0.0341642348821535	0.0182221586225452	-0.069879665782342	0.00155119601803506	0.000636731803021655	0.0228543021813209	-0.0441577004723672	0.0454311640784105	5237.25158573012	163.436972557412	-136.369277458465	145.988039388364	0.352745232053488	0.598595143135993	-129.403561868349	146.135907074709	0.378246018477647	0.683618950826574	0.207209300619926	0.000261077870698996	0.000418149109981318	-0.0260383285443131	0.0278867743226324	-0.0806964062166726	0.0286197491280464	-0.0247082958972095	0.0279138188316071	-0.0794193808071594	0.0300027890127404	ATP11C	ENSG00000101974	protein_coding	chrX	139726346	139945276	ENSG00000101974	protein_coding	FALSE	NPX
